"A_{T_N}","\lambda_{T_hH}","\lambda_{T_hD}","\lambda_{T_hIL_{12}}","\lambda_{T_CD}","\lambda_{T_CIL_{12}}","\lambda_{T_rD}","\delta_{T_N}","\delta_{T_hT_r}","\delta_{T_hIL_{10}}","\delta_{T_h}","\delta_{T_CT_r}","\delta_{T_CIL_{10}}","\delta_{T_C}","\delta_{T_r}","A_{D_N}","\lambda_{DC}","\lambda_{DH}","\delta_{D_N}","\delta_{DC}","\delta_{D}","A_M","\lambda_{MIL_{10}}","\lambda_{MIL_{12}}","\lambda_{MT_h}","\delta_{M_N}","\delta_{M}","\lambda_C","\lambda_{CIL_6}","\lambda_{CA}","\delta_{CT_C}","\delta_C","\delta_N","\lambda_A","\delta_A","\lambda_{HD}","\lambda_{HN}","\lambda_{HM}","\lambda_{HT_C}","\lambda_{HC}","\delta_H","\lambda_{IL_{12}M}","\lambda_{IL_{12}D}","\delta_{IL_{12}}","\lambda_{IL_{10}M}","\lambda_{IL_{10}D}","\lambda_{IL_{10}T_r}","\lambda_{IL_{10}T_h}","\lambda_{IL_{10}T_C}","\lambda_{IL_{10}C}","\delta_{IL_{10}}","\lambda_{IL_{6}A}","\lambda_{IL_{6}M}","\lambda_{IL_{6}D}","\delta_{IL_6}","\lambda_{VE_N}","\delta_{E_NIL_{12}}","\delta_{E_N}","\lambda_{VA}","\lambda_{VM}","\delta_V","\lambda_{T_rOx}","\lambda_{DOx}","\delta_{CT_COx}","\delta_{COx}","\lambda_{IL_{10}Ox}","\lambda_{IL_{6}MOx}","\lambda_{IL_{6}Ox}","\lambda_{VCOx}","\lambda_{VOx}","\delta_{T_NOx}","\delta_{T_hOx}","\delta_{T_COx}","\delta_{T_rOx}","\delta_{D_NOx}","\delta_{DOx}","\delta_{E_NOx}","\alpha_{NC}","\lambda_{VE_N}","\delta_{1}","\delta_{2}","\delta_{3}","\delta_{4}","\delta_{5}","\delta_{6}","\delta_{ox}"
0.690845,0.0384676,0.136527,0.510802,0.32074,0.87611,0.957692,0.0368966,0.0487133,0.0843459,0.0219081,0.0819018,0.0280879,0.0330128,0.326525,0.232503,0.0193485,0.714269,0.018035,0.115248,0.179623,0.133591,0.126106,0.0756649,0.238148,0.0169597,0.328197,0.125587,0.0439589,0.0807837,0.0111846,0.0735727,0.0324343,0.225724,0.130291,0.0273787,0.0444178,0.0788468,0.010657,0.0273843,0.160314,0.0172412,0.290045,1.42654,0.260022,0.543812,0.591425,0.838804,0.0799835,0.0879543,1.91009,0.2803,0.0261256,0.00848723,0.50699,0.124202,0.217809,0.001995,0.00210921,0.0587683,0.0630608,0.015143,0.0120347,0.00471067,0.0667217,0.0419839,0.0432017,0.0187542,0.000915495,0.000499566,1.59237,0.27741,1.44542,1.86892,0.022391,0.576513,0.0023774,0.294812,0.0334369,0.035632,0.0334082,0.0130761,0.00813838,0.576794,0.0584081,0.00903039
