	MF.103-11B+.LU	MF.103-11B+.SALM3.SI	MF.103-11B+.SI	MF.11CLOSER.SALM3.SI	MF.11CLOSER.SI	MF.169+11CHI.SLN	MF.BM	MF.II+480LO.PC	MF.II-480HI.PC	MF.LU	MF.MEDL.SLN	MF.MICROGLIA.CNS	MF.RP.SP	MF.SBCAPS.SLN	MF.THIO5.II+480INT.PC	MF.THIO5.II+480LO.PC	MF.THIO5.II-480HI.PC	MF.THIO5.II-480INT.PC
Sept1	6.190331389	6.554469134	6.210082945	6.79280168	6.256874039	7.218334615	8.685928588	5.923554099	5.712185803	5.572298527	7.135141843	6.212370896	5.640574657	8.918770681	5.770162152	5.876535773	5.965466472	5.867252378
Sept3	6.129336602	5.693169809	5.471337056	5.774098486	5.39724713	8.191636424	5.661185224	5.683790947	5.55078577	5.639510988	6.281129776	6.140634161	5.630603502	6.952837327	5.555609632	5.705508903	5.761295913	5.622069395
Sept8	8.09341281	7.352789416	7.526887073	7.373172063	8.089803941	6.958270819	8.334033673	8.027050628	7.332815028	7.928913699	7.594841493	7.283120155	7.271350659	7.745630295	8.780048014	7.656021734	8.811097528	9.0699513
1100001G20Rik	6.51855953	6.32229278	6.194473493	6.478705723	6.328580151	6.491532462	7.574139362	6.337611793	6.199455106	8.579185429	6.619419614	6.770583731	6.661676453	6.694905259	6.12969447	6.344591223	6.005125975	6.055860121
1110020G09Rik	6.953103986	7.171780776	7.52446515	7.106573671	7.471623683	7.104529565	8.328601033	7.476065699	7.524983825	7.26362758	6.886653176	7.177718843	7.902645839	6.894080467	7.786192944	7.518043299	7.628176479	7.957409126
1110028C15Rik	6.199559477	6.100988682	6.714553849	6.227736745	7.24862743	6.017817264	6.110670176	5.859080838	6.583228722	6.387286135	5.851833977	7.242032072	7.447042439	6.130459364	6.851319292	6.276273941	6.717128483	6.960684299
1110059E24Rik	6.879463786	7.463155274	7.390628137	7.36327535	7.486367332	7.452138261	7.334683276	7.515214391	8.119931418	7.781013644	7.843368671	7.543006292	8.044779515	7.198781917	7.849509565	7.775986611	8.110791956	7.646719021
1190002A17Rik	6.137809859	5.617093473	6.289401866	5.545651818	5.496509007	6.813951099	5.526909721	9.240810807	7.96022672	9.178560867	6.58282844	5.500196555	5.504324832	6.784258584	8.616007196	8.881877484	8.953293568	8.719047987
1190002H23Rik	7.761963372	7.397930638	6.851646077	7.398927918	7.383647447	7.101989848	8.40499293	6.909394703	7.375366463	8.357859131	7.105514135	7.265090221	6.648554602	7.798653564	6.974324335	6.620807294	7.233056549	7.07052851
1190002N15Rik	5.770238371	6.158873716	6.542302276	5.97425511	6.363959157	5.512535054	5.958605299	6.100090403	5.800803286	6.761877408	5.89399677	5.950340874	7.273199131	5.738032794	6.580256557	6.427141289	6.414598425	6.586012581
1190003J15Rik	6.034665827	6.243014945	5.907446956	6.042464318	5.809915493	5.983913641	5.887028853	5.938872287	5.877056271	5.765919237	6.224800484	6.502444117	6.003848811	6.356848959	5.948757349	6.019720445	5.86526477	6.034330182
1300002K09Rik	6.745741542	9.786381624	10.32086199	9.350933216	7.414171059	7.393776984	6.24595765	6.046805339	6.0774125	6.88720599	6.551223758	6.62437291	6.107405412	6.78952582	7.292866701	6.49021123	7.919023594	8.882029468
1300014I06Rik	7.291923514	10.15351916	10.77151747	9.644507104	8.604300063	6.213318116	5.253008485	5.313842013	5.151677549	5.361295804	5.888197722	7.321630208	7.974284177	7.663795035	5.22900719	5.218937412	5.51102203	5.133349802
1600029D21Rik	5.974513252	9.613454254	6.549025517	9.923329194	5.899333719	6.612547863	5.84238806	5.545439202	5.45997362	12.77045796	5.938524574	6.194447602	5.689790227	6.32775921	5.685310397	5.608040389	5.896535043	5.603184197
1700009J07Rik	5.156568529	5.350256778	5.163689062	5.4173766	5.30531029	6.470197626	5.289410298	5.163077348	5.051878145	5.279180301	5.433875829	6.158089905	5.506334296	5.609333898	5.036117919	5.253727118	5.004992694	5.091902897
1700009P17Rik	5.585306603	5.86371487	5.961508567	5.906386165	5.87840705	5.958259217	5.761578712	5.060309721	5.058470918	5.589175225	6.484766514	6.000213383	6.359673434	5.527339377	5.486204857	5.284811456	5.96356506	5.601850998
1700018A14Rik	6.387490929	5.88715602	6.035722557	5.925678454	6.064641463	6.530194063	5.976352178	5.941157186	5.930910766	5.848329156	7.031193362	6.731365649	5.955510426	6.539460504	6.121086567	5.997680808	5.99932884	5.862788592
1700019A02Rik	3.575070247	3.17755508	3.249317472	3.137605984	3.098544201	4.487010346	3.149562876	3.195263596	3.424648927	3.356538243	4.527942972	3.403272267	3.334606412	3.945233123	3.564772427	3.153297332	3.271326066	3.171201489
1700019B03Rik	4.395035372	3.961961276	3.960763223	3.97737152	3.996112113	4.581067983	4.161704983	4.182059258	4.148481327	4.261901846	5.021190982	4.567048482	4.065029389	4.483854464	4.310936273	4.005190366	4.153891787	4.145147555
1700021A07Rik	5.55965088	6.01077872	5.710120388	5.833995024	5.547505354	5.368113541	5.793424269	5.411773093	5.849092705	5.581021772	6.133733044	6.144809132	5.56832098	5.224331671	5.6644781	5.909693112	5.641575892	5.567081957
1700021K19Rik	7.566635186	7.751703215	8.002575792	7.672684509	8.200716105	7.380493533	7.838748018	7.681913503	7.678112292	7.779466136	7.880775813	7.872918822	8.243230325	7.550460526	8.026083697	7.770949046	8.105132928	8.195488193
1700029F09Rik	6.968241121	7.618907238	7.81100883	7.394468483	7.901094482	6.788312462	8.37710321	7.741015231	8.169089533	7.145979343	6.745004664	7.011589561	7.360157059	6.897789804	7.317157519	7.18537169	7.102625591	7.133016822
1700040L02Rik	5.774078054	5.572153737	5.375614905	5.442223627	5.32865985	5.64445911	7.053392316	5.340950306	5.483106345	5.239120495	5.465762288	5.936795744	5.254886261	6.478086832	5.499996791	5.39902978	5.457028405	5.205774356
1700047G07Rik	7.557181836	6.34635638	5.824960922	6.160526454	5.914882111	7.28587749	7.269237351	6.427075344	6.366480173	5.782596404	7.303230045	6.79628496	6.070885884	8.0762368	6.711363664	6.794239526	7.004715233	6.637315112
1700048O20Rik	5.479112509	4.88447704	4.992343742	4.921691008	5.107401645	5.099692859	5.768632505	5.041603669	5.132718034	4.878050095	5.159572678	5.383109814	5.161586754	5.645148266	5.269925825	5.06835696	4.918114272	5.044127415
1700058C13Rik	4.756692413	3.850631926	3.952767534	3.925258898	3.896913119	4.762991878	4.258463648	4.046654028	4.115305194	3.858637521	5.433440225	4.372599272	4.100871151	4.845911507	4.186540174	4.183650598	4.275930792	4.224248696
1700069B07Rik	6.612198401	6.205790806	6.130977924	6.469130984	6.240876031	7.025309021	6.202998157	6.091466417	6.121186745	6.24127517	6.794451608	6.786905166	6.338675183	7.458512838	6.347202044	6.279795036	6.331893279	6.199565038
1700106N22Rik	6.868668248	7.050709826	7.534958138	7.113162888	7.400083088	6.775156579	7.215466344	7.344774064	7.006654838	7.001157448	6.54523402	6.291083498	6.563998034	7.145613266	7.334388011	7.321101314	7.300209771	7.322372857
1700110M21Rik	5.673495651	5.430251815	5.613630574	5.481819609	5.521292632	5.727287435	5.661195678	5.217667595	5.343756017	5.594662002	5.868033563	6.099345005	5.615789008	5.76876658	5.296140445	5.442061026	5.406826885	5.212906499
1810011H11Rik	7.429356942	8.762315177	9.490143205	8.256947777	9.241317522	5.473692763	7.22347275	8.436964807	8.849747762	9.755004438	5.750877119	8.724917728	10.68251264	5.559407684	9.008994851	8.471197217	8.393604683	8.975242014
1810011O10Rik	7.627704955	7.885968569	6.491001655	6.694616626	8.168450595	4.243234928	3.829277915	4.069241012	8.696437862	6.615804699	5.310581883	8.405017758	5.025601741	5.510534742	4.019592211	3.93085401	8.671662068	3.737337041
1810033B17Rik	8.780257434	7.00216214	5.929948201	8.023937831	6.505173214	9.47725617	7.679198336	8.422819425	11.47802343	11.8026933	9.888595091	5.943560373	5.701805008	8.301128958	7.128628847	8.294427764	10.0013366	6.692248171
1810046K07Rik	7.236440478	6.822506143	6.603500879	6.81252165	6.780897452	6.983391544	6.821754428	6.575895181	6.574849311	6.933144944	7.059525631	7.204637653	7.10125226	6.850243732	6.572754283	6.494593749	6.604896149	6.543659301
2010001M09Rik	6.341680707	7.412002183	7.407057582	7.946016119	7.52786011	6.064488418	6.61929464	6.167730571	5.945311949	6.062766451	6.298663814	6.473067657	6.259142526	7.075335274	6.150368767	6.008543659	5.961666541	5.864236504
2010002M12Rik	3.935337161	4.073451802	3.847670546	3.990049489	3.848850249	4.527480134	3.626598779	3.978598356	4.007207464	3.672240515	4.9942267	3.766259447	3.583787829	4.278995767	3.841426388	3.740528255	3.861283802	3.834451666
2010002N04Rik	9.181640901	10.54687939	10.91858899	10.32207064	10.15654507	8.023740494	8.322352425	7.278784267	7.519210851	7.425050814	8.01620156	8.357152863	5.778721105	7.128009276	7.22314835	8.143880949	7.45736966	7.535281857
2010007H06Rik	5.267689348	5.281781694	5.24394376	5.408694031	5.446436886	4.90736901	5.353670277	5.149443647	5.545483478	5.163466529	6.147577382	5.670373937	5.367039012	5.337769955	5.45718276	5.053985958	5.64672334	4.940000698
2010110P09Rik	6.735970919	6.570259506	6.191380757	6.41954479	8.112840955	5.933794502	6.330456217	5.923520822	5.809660532	5.653324716	6.874543095	6.026676879	6.372266678	6.694996467	9.265490656	6.226234274	6.666105149	8.586910577
2010300C02Rik	6.878985832	6.344219998	6.166230525	6.568642095	5.961556192	6.766558723	6.319668509	5.979601633	6.16252829	5.948976111	6.837703614	6.675011858	6.038341796	7.161896246	6.141141192	5.996429423	6.224100745	5.814309441
2210010C17Rik	5.433193158	5.567915018	5.152750718	5.537470025	5.222748156	5.832678657	5.444786315	5.210888848	5.17113609	5.256570398	5.808508617	5.790220324	5.384864893	5.882468204	5.114825083	5.109559759	5.170519323	5.213386168
2210020M01Rik	6.323269178	5.50414842	5.467137384	5.573611593	5.44122052	6.919974042	7.737619392	6.919806841	5.544119556	6.179282791	6.603901506	6.156831415	5.654432677	5.973999217	5.609044745	7.099819425	5.423125437	5.248217289
2310015D24Rik	5.984032169	5.937063618	5.936318239	5.911660427	5.898781059	5.582714053	5.741353724	5.820716787	5.833778137	5.894691674	5.510411312	5.98875966	6.017740818	5.59566179	5.785390127	5.655687655	5.667367052	5.53440094
2310016C08Rik	7.48433876	8.276151979	8.612616681	8.309681204	8.538205231	5.953393297	6.603561564	6.120185336	6.640592973	7.258620365	5.863092254	6.249500332	7.685280257	5.571164071	6.6767634	6.154556207	8.685212031	7.398733148
2310044G17Rik	7.030835947	6.718971526	6.823956572	6.897705414	6.747960121	6.81954557	7.540462852	6.899364174	7.095109334	6.917364521	6.890075757	7.051807107	7.109656563	7.187953772	7.7771867	7.081512909	8.242771592	8.559176814
2310061C15Rik	6.564127382	7.281989588	7.31568655	7.376940407	7.151131239	6.736884215	8.663569489	7.440723299	7.99846557	7.69483888	6.751119556	6.525472784	6.431012237	7.467603105	7.372524982	7.236877796	7.784337334	7.565309278
2410066E13Rik	6.417589262	6.070109671	6.166105395	6.122907179	6.356649158	6.31375466	6.812898206	6.708165159	7.241056478	5.994643832	6.070406503	6.345562556	6.050934064	6.429639395	6.707770483	6.623437703	7.105866964	6.689400743
2410127L17Rik	6.026592048	6.851733428	7.080977983	6.520757345	7.083322737	7.123898944	7.311778887	7.543011192	7.475097857	8.104183051	6.641977299	5.733724006	6.790745543	6.173246387	7.484781818	7.51742321	7.516485092	7.565465167
2610018G03Rik	5.518494224	4.966808811	4.903583035	5.247801272	5.676959587	6.167626882	8.380575062	6.218820553	7.963356977	4.602561795	7.83121729	6.487551734	4.601258729	8.070095982	6.432910983	6.578446664	6.539463348	6.713531321
2610019F03Rik	6.13410386	5.493746593	5.285160164	5.346947141	5.23567805	5.982333091	5.505690894	5.461752272	5.436967998	5.4001041	6.18570899	5.440165985	5.428115585	6.167258562	5.584980534	5.528598406	5.496024464	5.690955259
2610020H08Rik	5.643734998	5.76243453	6.198732675	5.794025246	6.143275856	5.677009217	5.94656946	5.929778376	5.995025407	6.832024559	5.637308832	5.4760187	5.914644246	5.604787451	5.925345945	5.802100999	5.848481063	6.345273354
2610034B18Rik	7.081357205	8.089827956	8.004667113	7.977716387	7.053659413	7.200883406	6.300129217	5.735930991	6.554977611	7.698513452	6.297078587	6.375417148	5.568561158	7.012040639	6.51746783	5.934330924	7.367188155	6.69496885
2610318N02Rik	6.232456424	6.177700575	6.087453142	6.380812118	6.263928675	7.12071429	8.218751628	6.270396253	6.195055539	6.004368802	6.271562006	6.210799253	5.91661199	7.050000977	6.045857203	6.018498426	6.17696498	5.701469583
2610528A11Rik	6.371479582	6.975549083	7.602195657	6.824353859	7.272877389	6.509442493	6.161213864	6.524580369	6.155214247	6.134098382	6.107332173	8.491446012	6.386674164	7.006622302	6.251924817	6.388838742	6.048751321	6.00895742
2610528E23Rik	6.470883344	6.081046635	5.985117521	6.160687792	6.062780119	5.947642782	7.73610062	6.12824459	6.490454608	6.20952095	5.997996871	6.154506926	6.082882092	6.130115418	6.222045231	6.117845316	6.455899253	6.326162796
2810026P18Rik	7.578033349	7.644732902	7.673287569	7.76188893	8.13029358	7.738017589	8.931342669	7.55919479	7.860852333	7.382699816	6.690568649	8.039537259	7.370138701	7.374273122	7.207080717	7.284161214	6.775067227	7.064618112
2810055G20Rik	4.90421432	3.732852564	3.873385753	3.948184985	5.35598812	4.475055691	4.07069272	3.540362106	7.409979775	3.198766532	4.36600741	5.774020932	3.474868635	4.561014466	4.367433972	3.655088455	5.546708261	4.269349886
2810417H13Rik	6.832174817	7.956517733	7.027364668	7.864541512	7.866824544	9.292526518	9.384277081	8.4792943	7.995798425	8.439848749	6.958710461	6.406548008	7.555784463	7.992847156	6.522795451	6.984738958	5.982620973	6.269338664
2900026A02Rik	7.436883489	8.229734751	8.397272462	8.18107372	6.864746272	7.585885305	7.3836323	6.191993558	6.355038001	6.466056607	7.365574442	7.319572777	6.651329197	7.956404909	6.221233936	6.299465085	6.41969113	6.181004459
3110007F17Rik	5.240919142	5.168630002	5.218534868	5.065563695	4.991006579	5.008155184	5.468731011	4.730181626	5.904934418	5.701355908	4.863878997	5.376386477	4.869919101	5.020746645	5.678757398	4.798589739	6.772313694	6.020853298
3110043O21Rik	8.78344143	8.630189026	9.038484666	8.748865978	8.99021546	7.436736107	6.481720872	8.075844033	7.666756355	8.261758334	7.654513591	8.111052358	9.169507244	6.257694265	8.395888536	8.281168114	8.941796596	8.894160824
3110052M02Rik	5.049312747	5.763671831	6.206452058	5.507861225	6.124562223	5.511705222	4.965987402	6.501318119	6.321567977	6.683112054	6.634513407	6.008555611	6.684442403	6.17269852	6.447291003	6.377938709	6.494499349	6.610211346
3425401B19Rik	5.227315581	4.915176678	4.903005206	4.934537731	4.668414171	4.752349869	4.734216446	4.645363499	4.789885717	4.779033789	5.171807292	4.966901075	4.920374295	5.531290997	4.840320552	4.839106345	4.835880294	4.871991458
3830403N18Rik	4.13009482	4.491753707	4.653460528	4.139688453	4.215445635	3.572028644	3.233867614	4.043464083	3.787989597	5.332934642	3.861340053	4.613091548	4.07384879	3.885247329	3.850879415	3.370280547	3.920286947	3.409350201
4631416L12Rik	5.245200902	5.234686206	4.870540157	5.145087419	4.895140697	5.206660804	4.988908836	4.957035469	4.890680151	4.839475921	5.170638158	5.182042038	5.393324668	6.974175364	4.988031729	5.087457184	4.955559246	5.058753741
4632434I11Rik	5.877376169	6.146346686	6.858978455	6.245805096	7.059714782	5.843030356	6.066779509	5.94185439	5.62673699	5.683975236	5.544244257	4.717431498	5.556547949	5.049957428	4.842248084	5.089109685	5.02351855	5.024127567
4831426I19Rik	7.69908621	6.366066004	6.17618683	6.452382105	6.580057726	6.795714357	8.06236874	7.874729558	8.430504683	7.218603597	7.348299265	6.666398714	6.233620955	7.802881112	7.873603241	7.6512371	7.74602875	7.983012202
4833422F24Rik	7.594654165	11.33711167	11.09101316	10.84824857	7.901209875	7.342684961	6.535717061	6.28027587	6.195464406	6.433867485	6.974148972	6.722316647	6.633826899	7.263108135	6.231978897	6.473569387	6.465675232	6.004597269
4833442J19Rik	5.12177386	5.178467665	5.204225135	5.245771352	5.454156148	5.651891225	6.195451938	6.711842231	7.090882005	5.559135888	5.770207972	5.456335248	5.679694025	6.496884927	6.845768945	6.380249209	6.413319896	7.05166647
4930408O17Rik	5.976587035	5.695659817	5.672216399	5.732079216	5.604836959	6.077384014	5.711768369	5.678076601	5.58502161	5.854706344	6.507495765	6.200354601	5.929352316	6.477126823	5.549505919	5.686980412	5.556614364	5.373614573
4930422G04Rik	6.179830486	7.034493613	7.073154601	6.949246015	7.032347518	6.347794083	7.323441529	6.721947235	6.159276649	6.709857638	5.557750106	5.678528311	6.581054422	5.911402774	5.891434579	6.029814324	5.686048505	6.088432092
4930427A07Rik	6.933073321	6.789935587	6.435692642	6.845714906	6.758553697	7.165060236	8.297398401	6.633792517	6.389540426	6.520395008	6.809456248	6.83085404	6.088743019	6.587072401	6.334875121	6.414763023	6.305950463	5.950247545
4930431A04Rik	4.364029569	4.238131461	4.308702031	4.197313033	4.301334494	4.527370657	4.525279622	4.191944224	4.289689401	4.383091377	4.67802682	4.47089256	4.385069743	4.75619869	4.3165223	4.18929745	4.349893641	4.168960211
4930438A08Rik	5.810811957	5.542594691	5.510344393	5.671477378	5.58206097	5.86454894	6.622473581	5.428445043	5.553936934	5.589756497	5.878596611	6.117986572	5.740693746	6.299632978	5.604401508	5.69954608	5.556448831	5.444946401
4930447A16Rik	4.201896502	4.199081406	4.291503578	4.220357044	4.239495807	4.360778623	4.148408111	4.267008861	4.112980861	4.166782383	4.870182213	4.607059999	4.440766203	4.808189383	4.352546681	4.235880204	4.177691939	4.119809888
4930447C04Rik	2.948255083	2.933742579	3.046204159	2.98722535	2.98253914	3.328606717	3.071488106	3.080157351	3.275881143	2.929260776	3.446527537	3.09041875	2.99870099	3.271724464	3.26307448	3.076912486	3.068217927	3.265896917
4930503L19Rik	6.675038213	7.09384747	7.579743807	6.934637979	7.39645785	6.262662413	5.783982159	7.064615956	6.054555481	7.798259013	5.603664915	5.134587866	7.598909052	5.525415882	6.867413426	7.08418973	6.633088709	7.378616238
4930506M07Rik	8.679131347	8.760167127	9.226510697	8.701633956	8.901129548	9.397374299	5.232827015	9.149253945	8.41066108	10.44271249	7.28210847	5.143971567	7.493623853	7.716946324	8.538549156	9.251564228	8.564844687	8.708564326
4930515G01Rik	6.634625938	6.113213428	5.711312395	5.956148445	5.875204049	6.810982857	6.630616606	5.620984172	5.585967028	5.609450626	7.185752096	7.268392596	5.807537824	7.579752263	5.750980707	5.704149883	5.856801483	5.670581664
4930521A18Rik	3.384415962	3.187625244	3.398450054	3.328111201	3.096788091	3.633652073	3.277444255	3.304803056	3.379902783	3.242846364	4.210517448	3.195746542	3.353676158	3.96954654	3.31602503	3.186162452	3.646193386	3.354146512
4930524L23Rik	4.649394152	4.48805381	4.47415417	4.544575026	4.581346426	4.492375578	4.418932023	4.62544195	4.559408194	4.491974919	4.671505684	4.748520271	4.724568422	4.449950883	4.821109817	4.480066888	4.894748254	4.705804694
4930547N16Rik	5.643970158	5.362146351	5.020028434	5.68199453	5.834819404	6.052669117	6.739022673	6.008935017	5.794901016	6.37085651	5.374799542	4.919654714	5.040997605	6.049388992	5.213686852	5.332697194	5.163294765	5.156811868
4930555G01Rik	4.762744785	4.904316697	4.744401781	4.76087161	4.902490405	5.037322914	4.922943112	4.449664814	4.608418953	4.414798533	5.088510536	8.141797206	4.725104907	5.06847305	4.726567861	4.728457509	4.667161701	4.550997087
4930562F07Rik	5.468980753	5.247808866	5.109542049	5.550652911	5.490623396	6.439145207	5.308008887	5.246266193	4.727958563	5.893203629	6.349396242	4.951865951	4.799287667	7.174791391	5.351194852	5.554179519	4.883822805	5.130289804
4930572J05Rik	6.417444959	6.49042372	6.177216486	6.558172717	6.32517735	6.433688919	7.801820645	6.371888716	6.780419469	6.457909975	6.68199734	7.090587416	6.223445076	6.73497646	6.104536554	6.385279742	6.987351945	6.462632051
4930579C12Rik	5.150368767	4.87669006	4.962280633	5.161505801	4.82554041	5.228497415	4.086863008	4.409266463	4.072397398	4.47740534	4.754689786	4.243933064	4.689977478	5.146461758	4.199140969	4.012672954	3.982388238	4.063362003
4930579G24Rik	7.794199446	7.313372844	7.151629087	7.484845647	7.537641322	7.939295936	8.808720328	7.740427737	7.361744092	7.550275557	7.734178502	7.283871163	6.896503559	7.719334056	7.549441229	7.563993714	7.255316608	7.428372177
4931406C07Rik	6.981000938	7.555367735	7.680291802	7.302406338	8.020206703	6.807240919	7.092741287	8.562012643	8.081287249	8.711011174	6.769590598	7.451952604	8.978124302	6.19066424	9.139518695	8.828375062	8.750354824	8.823544089
4932438A13Rik	8.945948691	9.808289754	9.936583974	9.956577046	9.81386525	8.325411601	7.599757906	8.914764618	9.156462182	8.963408519	8.114780845	8.266731736	9.724588146	8.543573019	9.0537669	8.939165347	8.798021344	9.224188875
4932438H23Rik	5.782011402	5.85278229	5.841154382	5.648264815	5.440683826	5.853784865	4.983852473	5.353478563	5.195949908	5.2413559	5.359248812	5.665399404	5.557895073	5.569196374	5.227771876	5.253724597	5.047449686	5.492544356
4933407I18Rik	5.380457602	5.358105225	5.34724145	5.533987654	5.301631541	5.933495922	5.056284381	4.875776787	4.816657727	5.430433594	5.89612045	5.586833785	5.093723546	6.290046502	5.073781681	5.186989085	5.153468938	4.69174631
4933409K07Rik	6.23202752	6.049199463	5.933298802	6.132955151	6.073740129	6.393886359	6.628098936	5.963549648	5.861110072	5.768232855	6.185446359	6.622716136	6.094563342	6.719520249	5.724469287	6.06036665	5.772546398	5.881569187
4933416I08Rik	5.66724782	5.346866497	5.526160498	5.34893702	5.396929415	6.629315816	5.287419348	5.761200156	5.225389339	5.545730577	6.565010657	5.648570899	5.813454571	6.277827641	5.386577604	5.850941073	5.607725829	5.505826371
5031414D18Rik	7.853758359	8.190548072	8.499766178	8.05630335	8.23797502	9.157663738	7.349353482	7.749277035	6.251950057	6.206433545	7.987629543	9.678433649	8.301282328	7.529099419	7.812375429	8.202040215	6.793030127	7.514901537
5031439G07Rik	9.367898481	9.311335595	9.708235084	9.429484994	9.75211356	9.783771015	8.573581678	10.4598296	9.388030133	8.711549512	9.35326495	8.684048314	8.77070232	8.357675156	10.20215138	10.61227874	9.822772152	10.61397187
5430435G22Rik	9.94717469	10.12626243	10.69370724	9.935853592	11.44416289	9.717956539	6.589885304	9.847277937	9.258511152	8.27159842	7.232177219	5.83586514	6.103803239	6.989266759	10.07409261	9.933758756	10.05138765	10.50281792
5730471H19Rik	6.089026681	6.005852443	5.676171884	6.074665984	6.051953239	6.390960824	6.972222783	5.912249061	5.788300279	6.024592287	6.226902481	6.730544407	5.883171941	6.695689045	5.768691605	5.719002681	5.920903029	5.592849676
5730508B09Rik	7.491131969	7.763372399	7.679964503	7.967603097	7.637845682	8.067790621	8.352489595	8.138492305	8.497434998	8.565801005	8.290660773	7.055287136	7.344771697	7.853484228	8.05776127	7.776659152	7.928481857	8.413088686
5730522E02Rik	9.531962516	8.391950262	8.207023666	8.437152194	8.240915995	9.836408222	9.08182391	8.627237776	8.738819393	8.125239872	10.04737609	9.430039966	8.363224675	10.1966864	8.88023349	8.649613543	8.840576215	8.679179683
5730528L13Rik	6.219735804	5.643107237	5.623549603	5.917401918	5.535838346	6.25373405	7.69269314	5.682731528	5.863840187	5.665246842	6.84287515	6.331243016	5.544735747	6.756104597	5.622010808	5.503664635	5.803743669	5.482302976
5730590G19Rik	5.771374578	6.00946139	5.509272362	6.194451542	6.152658424	6.496916875	7.322085581	6.036380247	5.627034783	6.317862387	5.921942071	5.586203286	5.365909457	5.602826522	5.263259809	5.413752027	5.28127663	5.045431321
5830403L16Rik	5.704979831	5.484431411	5.524004106	5.38944119	5.328086062	5.301079102	5.53296937	5.412841354	5.228050331	5.205335163	5.656971089	5.920492602	5.584048504	5.342177809	5.534424804	5.349966747	5.455702026	5.093292548
5830405N20Rik	5.179210457	5.264122591	4.915345385	5.587384495	5.095588596	5.831610004	8.227377199	4.925558	4.492521924	5.836994585	5.8183636	4.87217702	4.417026596	7.992246413	4.852343484	4.667678335	4.354962214	4.248939576
5830411N06Rik	5.800453436	5.698792858	5.719812008	5.749404875	5.650808781	6.12986925	5.635612204	5.884864067	5.72074907	5.626508252	6.414136379	6.149152308	5.916434446	7.702391584	5.688759447	5.785291597	5.922698169	5.683735749
5830416P10Rik	5.992453487	5.370955871	5.632355888	5.390970279	5.27182529	5.294914771	5.618609659	4.906643713	4.922162954	5.673666657	5.903313089	5.032272792	5.599152128	6.014241462	5.490372238	5.436891399	5.280269683	5.376510346
6030429G01Rik	7.521967446	8.173922311	8.664445304	7.861494681	8.107322547	6.944265203	6.595491228	6.806038722	6.346943301	5.99838132	7.103029674	6.889804082	7.614008445	7.051369926	6.506534771	7.037536705	6.108401788	6.261955112
6030498E09Rik	4.009244145	4.164410192	3.952153818	4.070108061	4.057836672	4.527070336	4.659452714	4.522334097	4.156973622	4.269494516	4.463282405	4.371077884	4.414665506	4.637476936	4.438907152	4.272918995	4.784236986	3.941253454
6230427J02Rik	6.462076865	6.948133286	6.646750629	6.899731522	6.784777211	6.33516969	8.960340453	7.096211946	8.876805355	7.019043198	6.743586326	9.199876712	6.416741803	6.625051263	6.820200667	6.804590545	7.606829106	6.572442546
6330403K07Rik	6.535552223	6.174910706	6.218903195	6.302282033	6.055680261	6.561401752	6.166080043	6.196635894	6.154186222	6.128208152	6.780015414	6.536034245	6.134911586	6.88454786	6.196956477	6.231155246	5.996759316	6.013410894
6330512M04Rik	6.904231785	6.459270946	6.299487763	6.477389958	6.390832744	6.595279117	6.681504082	6.445097638	6.828488571	7.06786921	6.912628311	7.991022155	7.271328557	7.410205829	6.384765334	6.278604948	6.676241076	6.089576538
6430527G18Rik	7.686430142	7.768840006	7.498773431	7.84645602	7.860284979	7.206583156	7.15099759	7.692740326	7.84540035	7.476567197	8.390047257	8.926590237	6.914126371	7.999372066	7.387823477	7.526678676	7.442920556	7.48191269
6430548M08Rik	7.437488681	7.020300782	7.211239197	6.974729195	7.194930558	6.936386476	7.741541142	9.253518656	9.820017235	7.954031089	8.14394411	6.880416566	9.599814862	6.693565014	8.843802575	8.960600903	9.202940793	8.480000491
6720401G13Rik	7.734306558	8.579530629	8.83303161	8.249543826	8.132300142	7.193210915	7.485008127	6.476001953	8.006517022	8.504590998	6.702622224	7.834962715	9.326843659	6.870046552	7.741166281	6.967917895	7.502868393	8.062289041
8430410A17Rik	7.009431717	7.523109279	7.909668456	7.381827569	7.660180916	6.697797445	7.957955601	6.977632539	7.005783593	6.805149692	6.618040389	6.970435722	6.600725183	6.773942935	6.720690709	6.892663428	6.762869665	7.148079267
8430419L09Rik	7.658591033	10.64997988	11.32761519	10.20150755	9.451830225	8.337081961	8.768630521	6.691235434	6.730574748	7.946416815	7.4186618	8.215901331	8.651189853	7.284575207	6.970618246	7.254770703	6.752309723	6.848834478
9030418K01Rik	6.935961186	7.435874203	7.541271112	7.764703764	7.025939496	6.540410155	6.781788087	7.008423767	6.771641324	8.514536541	6.945408134	8.082236168	6.177990855	6.349960557	6.512452883	7.026398763	6.788895784	6.298524523
9030619P08Rik	4.656808101	4.728471568	4.559462096	4.899800389	4.609675782	4.907570906	7.428041306	4.494227847	4.45545655	4.55547466	5.599055895	4.858601055	4.569537674	4.914239211	4.461022078	4.646358537	4.542045448	4.545986897
9030625A04Rik	10.32280669	10.83409476	11.44061575	10.83953907	11.29534713	8.014669119	6.566841025	8.720593815	8.790587758	5.426712033	7.921314332	9.830003214	9.019733693	7.028856977	9.619306441	9.105536834	9.38467397	10.10017956
