	MF.103-11B+.LU	MF.103-11B+.SALM3.SI	MF.103-11B+.SI	MF.11CLOSER.SALM3.SI	MF.11CLOSER.SI	MF.169+11CHI.SLN	MF.BM	MF.II+480LO.PC	MF.II-480HI.PC	MF.LU	MF.MEDL.SLN	MF.MICROGLIA.CNS	MF.RP.SP	MF.SBCAPS.SLN	MF.THIO5.II+480INT.PC	MF.THIO5.II+480LO.PC	MF.THIO5.II-480HI.PC	MF.THIO5.II-480INT.PC
Klrk1	5.305215425	6.569802076	6.410066056	6.926711396	6.974041908	7.676700059	5.908412637	7.211856504	4.300999817	4.161694235	7.339238954	4.509862605	7.263563422	9.342076891	4.644000452	7.432432772	4.588760601	4.215479287
Kmo	6.924266195	9.353028471	10.14052579	8.875374079	9.622886583	10.07729388	5.574315494	6.602012393	4.234623941	4.264043438	7.849376951	4.447870086	4.603919057	8.064796646	5.741526311	8.469611973	4.26210487	5.128397892
Kntc1	5.572237884	5.58930733	5.053005179	5.618406794	5.773921974	6.151118044	7.091011111	5.944535208	5.544137076	6.335911953	5.172473514	4.92895139	5.475449187	5.899533359	4.806358432	4.930242164	4.835477794	4.450744977
Kpna2	6.89559164	8.390307091	8.296814825	8.228883009	8.176471483	8.486267081	10.02957436	9.136260867	8.89550692	9.22981645	7.957266041	6.916600845	7.418502284	8.113002139	8.214805281	8.589826893	8.24587591	7.515675662
Kremen1	7.34406861	7.153027043	7.30561087	7.272074293	7.25250176	6.914663777	7.087676047	6.999647925	7.379549054	7.082944878	7.036937352	7.420085697	7.22883953	7.052498495	7.432742876	7.180674344	7.443051279	7.382400959
Krt10	5.707406071	5.455887748	5.340564812	5.411844824	5.411746884	5.906129373	5.657022555	5.449098009	5.64250712	5.594637123	5.972565149	5.783276786	5.519902491	5.694350922	5.588714636	5.501430652	5.812538442	5.432947162
Krt14	5.983863491	5.58031209	5.394544519	5.57422415	5.423646069	6.370948899	5.705951185	5.596623121	5.422101779	5.795296811	6.453770243	6.020355515	5.655246867	6.616702478	5.55197736	5.270784319	5.707575405	5.219825491
Krt15	6.195430283	5.843438084	5.644444277	5.822418507	5.59208443	6.16249103	5.958336948	5.814811869	5.845934918	6.407205437	6.285834038	6.513726543	6.005890984	6.206531877	6.102398484	5.81535853	5.917102314	5.804371128
Krt18	5.982325104	6.854778017	5.733702188	6.764540562	5.938776959	6.143308717	7.550054639	5.726646873	5.623478674	5.619460943	5.98623457	6.148384382	5.614136578	6.415681778	5.748003162	5.786442153	5.585487386	5.616430238
Krt19	5.538445043	8.520173822	7.033775845	8.311409111	7.01709056	5.747039575	4.996349575	5.063255569	4.863712186	11.47475281	5.502235115	5.599160065	5.16886129	5.87107233	5.181261604	5.199205111	4.934875008	4.996476125
Krt2	5.226298507	4.484499082	4.385402439	4.465442332	4.408362692	4.991707769	4.606906074	4.660097656	4.612639515	4.533023378	5.437234398	4.862110804	4.591787112	5.430777017	4.539334612	4.602886388	4.643994682	4.504520819
Krt222	5.344768147	5.175428791	5.048524552	5.225773316	5.160369233	5.576228853	5.288920813	5.189275044	5.198922341	5.114769569	5.512226887	5.583611345	5.006414728	5.943453711	5.204777182	5.219864203	5.307492887	5.133899118
Krt5	5.462575888	5.017096798	5.061103441	5.113549447	5.057549048	5.683602423	5.286562074	5.212050477	5.115767114	5.030695089	5.345481538	5.66456343	5.082564932	5.560259456	5.035777848	5.044338742	5.279817937	5.031074601
Krt79	6.291618291	5.840376997	5.750064359	5.925115853	5.825063591	6.109224726	5.868204404	6.015153346	5.947774456	10.52529966	6.162135498	6.275629771	5.896498716	6.428100506	5.857500846	5.78903799	5.68737615	5.699057398
Krt80	8.373219706	7.38881636	7.509619616	7.659436182	7.685457768	8.479299286	8.483164806	10.44229417	9.867718535	7.577986915	8.989257249	7.201554145	6.773663648	7.319792228	9.239129806	10.36705791	9.318363168	8.313224685
Krtap31-1	4.768914752	4.488984091	4.707695163	4.539106066	4.62446357	4.80580577	4.626988074	4.691926795	4.381511804	4.286624908	4.914050209	4.945741904	4.563758111	4.681215919	4.672549804	4.911905654	4.443460783	4.55606149
Krtdap	4.887232803	4.537903275	4.425651119	4.491514825	4.394597826	5.257572647	4.628676401	4.519315444	4.297372415	4.400565253	5.757486019	4.926922954	4.43351367	5.628206377	4.419684952	4.471328384	4.382007769	4.514881816
Kynu	6.589334299	9.953147066	10.86933832	9.26805016	9.349062591	8.783573044	5.214815154	4.877425251	4.927137939	9.429076805	6.223656158	5.134969753	5.304040045	7.005076558	5.197178679	5.144176924	4.965382582	4.813035499
L1cam	7.374125725	6.249305957	5.739618614	6.532858492	5.897522159	7.853564071	6.903785061	6.656867675	5.929518021	8.929126414	6.707119583	6.205226973	5.809515628	7.533818336	6.184098425	6.902089662	6.050163549	6.506616222
L3mbtl3	6.453715928	7.394425394	7.615385608	7.415353899	7.222976852	7.723581086	7.528163915	6.946098022	6.69060473	8.01740548	7.508311777	6.975462816	7.491291672	7.399460373	6.786085317	7.229345018	6.826473914	6.824828516
Lad1	6.908342779	7.204426868	6.190196619	7.816062051	6.444887668	7.359865059	6.316332223	6.120329128	6.268258463	6.46722078	6.930903474	6.674191326	6.391848471	7.53189567	6.143938245	6.146811332	6.273256022	6.112597278
Lag3	6.982217276	9.204661188	9.009547687	8.748870589	7.61473384	7.789745877	7.422987571	5.927468258	5.894437844	5.932586428	6.788961018	10.53362963	8.63622716	7.744826439	5.955506551	6.087396363	5.948757349	5.736183622
Lair1	9.339368356	10.87995496	11.06782392	10.55787735	10.75437711	7.924433969	7.549635803	7.532636709	7.451092668	8.951179788	8.280447171	10.79257349	10.52463179	7.396442522	9.275218248	7.087684532	8.772524515	9.627943228
Lamc1	7.229694621	6.986788626	6.280759637	6.798695357	6.669360464	6.493259039	6.329652846	6.349323401	7.941309997	6.545256419	6.878507106	6.281833612	5.858875355	6.732373001	7.125038691	6.088210869	8.305364712	7.863301681
Lamc2	6.182165888	5.6455482	5.344578966	5.590576571	5.56418913	5.833496072	5.575812507	5.656139752	5.565071097	5.71641114	6.106420561	6.103908121	5.547788088	6.267947724	5.830780957	5.782632221	5.638791144	5.620090765
Laptm4b	7.561773663	8.216645836	7.959177962	7.907816779	7.616448568	7.365553446	8.473729828	7.421241536	8.546334375	8.951787967	7.632530335	9.048687212	8.73587121	8.53621671	8.420322667	7.715988065	9.266283696	8.575513657
Large	6.040066107	6.496030857	6.2610926	7.125681319	6.030071619	5.633820604	6.011591052	6.236076715	6.324087515	8.066344152	5.233539152	8.298767815	8.46421041	6.327704428	6.932026515	6.405151677	7.889419798	7.924135921
Lass4	7.09724207	6.569178142	6.465266699	6.558421861	6.713275151	6.430516112	7.977370757	6.663282941	6.613961804	5.941567255	6.703203852	6.484421743	5.926600416	7.303274803	7.157660201	7.422015974	7.466314426	7.291245614
Lat	5.836812856	6.050681261	6.182788194	6.125884562	5.847104965	6.238193574	8.385812081	5.373520616	5.740267388	6.117426313	6.738613833	6.501265565	6.004147791	7.564027513	5.800925778	5.681086578	5.950815204	5.815080101
Lax1	6.178744514	7.17772723	7.02914222	7.549745015	7.382077017	6.589436926	7.252590694	5.657927677	5.566762396	5.646637908	7.206187036	6.021870552	5.941348931	8.914588889	5.598430716	5.817317974	5.816680764	5.549600381
Lbp	5.85208126	5.993372637	5.658336361	6.390296235	5.946494134	5.812979471	9.541923007	6.648353746	11.02297496	5.678766786	7.571458008	6.44082599	5.850895246	7.376027687	8.718741089	6.263724906	9.870616244	8.796285825
Lck	6.520573111	6.477886545	6.467561535	6.466864043	6.331137298	6.909793501	8.097175514	6.107648119	5.736454248	5.756778686	7.862315001	6.403029072	5.873029804	9.713812043	5.717993484	5.805454122	5.574280168	5.640287361
Lclat1	7.392034438	8.081395023	8.334675019	8.267469902	8.00519482	7.161988929	7.272338028	7.704662662	7.434888112	7.781949349	6.904166742	7.454612409	8.612569241	7.122506037	7.967734067	7.808000341	7.872387185	7.943949449
Lcn2	5.779417326	6.934936028	5.062740346	7.933544313	5.115289655	6.169132303	11.29967335	5.249715853	6.429889861	5.35476362	8.494737605	7.06142592	5.164968587	10.86747756	5.214482326	5.087246421	6.038414232	4.998767172
Ldhb	6.135562573	5.656890312	5.590516049	5.623953166	5.734325934	6.289966301	7.156709078	5.716415713	6.797938584	5.416165291	6.478686311	9.205930468	5.448261153	6.57837873	6.288068739	5.522923056	6.895683929	6.881318341
Ldlr	9.349045756	10.24315205	10.58888464	10.13829315	10.04525762	8.089292895	8.538704213	9.715775509	9.630114868	9.130673174	8.578729122	7.17631313	8.930850068	7.7109655	9.005647939	9.796933078	9.258102334	9.480570566
Ldlrad3	7.376729697	7.273938696	6.96069522	7.311434997	7.273330133	7.23146217	8.34912285	7.643086307	8.01749605	7.61522966	8.497024894	6.723141219	6.33009105	7.330489831	9.523598742	8.347346459	8.754305074	9.316677662
Ldlrap1	7.724778152	8.279682424	8.293736089	8.109057528	7.824207898	7.213589817	9.17087221	8.144312736	7.926539339	8.256654207	8.013858332	7.948524537	8.396438669	7.842841216	8.343755869	8.030554585	8.443026683	8.694284982
Lef1	6.620686838	5.970357873	6.049401128	6.210024969	6.044801951	7.148489802	6.401308482	6.175396187	6.220221594	6.129691036	7.269830786	6.491652708	6.223130326	7.684263316	6.241011972	6.196007632	6.279311565	5.884912082
Lepr	4.176382618	4.79373595	4.10534763	4.656627935	3.984565655	4.035971346	4.091211802	3.919222476	3.864427193	9.160699808	4.814573494	4.044160937	4.696060603	5.061998632	3.963905635	3.90200281	4.041120299	3.83802395
Leprel1	8.73282408	8.337147987	8.817047828	8.118613445	9.316800266	7.418699744	5.590384447	6.170024517	5.09521696	4.70347543	6.999041642	9.662189356	7.632698391	6.619444558	5.206498666	6.101104452	4.988651364	4.746520591
Lfng	9.1419744	8.60002355	8.133564406	8.905229338	9.426543118	9.12826298	9.457221004	9.992026654	9.134541919	9.014668096	9.44964339	9.765488114	9.947546551	9.775978191	10.04557603	10.05935122	9.24645781	9.869513289
Lgals1	10.24803719	8.943133602	8.778524939	9.375526693	10.0408892	10.82587334	11.29249521	10.82678198	9.860514885	11.62160379	10.78049888	8.056543609	9.066394834	11.2429692	12.20666308	10.93411367	12.1645403	12.3470005
Lgals3	10.8537253	10.37654101	10.53032278	10.32579359	10.50290478	10.08415484	8.854133034	11.27463182	9.84881852	11.67660679	10.6722774	7.580274398	10.01552122	9.489746326	11.95339835	11.56777793	12.43861417	12.58015254
Lgals7	6.581542569	6.265815205	6.101925261	6.399627419	6.128117673	7.030608103	6.420356636	6.244124674	6.158299322	6.343685556	6.370596745	6.375593227	6.331724919	6.804010307	6.277265699	6.256489257	6.244054885	6.250936947
Lgals9	8.990441972	10.77988598	10.51655414	10.69803299	10.13533388	8.979673269	11.04194597	9.855709139	9.918293101	9.201893072	10.44983459	10.65230492	9.079773649	9.125165207	10.08356872	9.492050919	10.32387412	9.837352297
Lgi2	5.20126726	5.061437081	4.883191379	5.140595649	4.778350526	5.61160176	5.343175646	5.038005908	5.13842131	4.816789118	5.819459989	5.557626566	4.893320139	5.889974797	5.040385441	5.168179354	5.257312406	5.131492083
Lgmn	12.08090889	13.34233463	13.29676591	13.20000065	12.96303205	9.978234892	10.29897121	10.55169282	11.88496152	11.028461	11.13802135	13.36913314	12.49845314	9.401515384	12.76030116	11.43856687	13.09567007	13.0515106
Lgr4	4.487830389	6.266133901	5.753765352	5.97718145	5.226969317	3.860972727	4.130952829	4.407398076	5.899474549	4.209562538	4.416741803	4.455715175	5.678611876	4.400906753	3.994953775	4.183917855	5.204282902	4.381645616
Lgr5	6.006913978	5.732560233	5.393760377	5.648431647	5.395167021	5.639378336	5.669437852	5.410112669	5.513821273	5.342702885	6.086863362	5.867875878	5.507024997	6.409411303	5.557205838	5.439402617	5.598423768	5.406548008
Lhcgr	4.531344028	3.765595741	3.762222751	3.749544994	3.805474071	4.382580799	4.50387025	3.901095368	3.919978808	3.897301747	4.995798802	4.265814424	3.865658222	5.035630507	3.949979968	3.927801661	4.030586218	3.782887287
Lhfpl2	7.45630184	6.41038478	6.396558301	6.388203316	5.796202142	6.006718786	6.908954577	5.440600116	5.525886167	8.558378873	6.484746378	9.481601476	5.503119718	6.768208811	8.245500258	6.258594299	8.485754858	10.12277512
Lif	5.844828769	5.540427979	5.481248191	5.949446221	5.827466436	5.470403457	5.382210719	5.328734758	5.42737375	5.518204641	5.764916695	5.61260315	5.406466375	6.789354316	5.199008749	5.440292251	5.175960989	5.114476694
Lifr	9.310984313	9.10287035	8.824713855	9.338407979	10.2455717	7.779208823	5.637877795	10.89319536	9.172413673	4.897498603	8.877813408	8.80444825	6.692949739	8.11462444	9.326245056	10.60631162	6.769017053	8.148387942
Lig1	7.271301941	7.445394202	6.870593173	7.44911748	7.551355743	7.938811238	9.781347308	7.517777242	7.150463548	7.621437262	6.468760059	6.919325382	6.785245817	7.226370284	6.928798646	6.806829273	7.018648268	7.260142049
Lig4	6.170249571	6.478028569	6.601995703	6.322966912	6.537032605	6.72918838	6.026988128	6.696030919	6.507710613	6.716949296	6.535739609	6.765822903	6.872839838	6.638902135	6.798594923	6.69321512	7.164587521	6.755692338
Lilra5	9.149241834	9.763500918	10.13192243	9.390344713	10.03567221	5.816645782	6.640575139	5.551311955	5.364678646	10.11355591	6.474547178	7.613692238	8.808060639	5.768118145	6.030609023	5.436244031	6.214275726	5.255543535
Lilra6	6.742851713	5.27970993	5.009742577	5.158933785	5.325470608	7.361025243	5.275832734	7.954800991	5.472648062	7.099778056	7.695868922	4.874029685	6.89243029	6.272406774	7.493641997	7.803639496	6.403343287	8.261745329
Lilrb3	9.466311129	10.17465266	9.827591136	10.06258813	9.729394551	9.810372889	7.662386158	10.67616161	10.44603138	9.614196222	10.13400109	7.241013244	10.73940175	7.985298049	10.84045479	10.88445076	10.7384394	10.98872523
Lilrb4	12.30689053	11.63682413	11.67157971	11.66316641	12.16462485	10.41005373	7.885941783	11.33518426	11.23268218	11.76829709	11.39646355	7.73259641	10.58789678	9.730091115	11.39764287	11.31122971	11.7832264	11.73653572
Lima1	8.040530835	8.385124799	8.767141066	8.333242804	9.426020189	7.932741232	6.620603516	8.590637696	7.861321441	10.83148294	8.071406048	7.443951925	9.325783725	7.441307099	8.553347958	8.353096235	8.89902232	8.697817249
Lin28a	4.752108976	4.776089508	4.863534971	4.751153039	4.8062364	5.001799991	4.696084721	4.591707339	4.514991193	4.563741844	5.234200472	4.945556204	4.766093329	5.004786757	4.745341326	4.530004134	4.619727967	4.617768646
Lin28b	4.999555852	4.79025856	4.729147973	4.714624691	4.595051256	4.844639237	4.537654315	4.542718235	4.55486304	4.617539461	5.01550872	4.899499524	4.605251336	5.127990195	4.818830114	4.856696923	4.541107976	4.496735029
Lingo4	7.277380864	7.178842096	7.107242786	7.215836553	7.09387683	7.330203867	7.395106226	7.112961407	7.307661669	7.14173625	7.869723996	7.783929792	7.483172197	7.356229221	7.285419482	7.185961335	7.263822538	7.135988308
Lipf	3.447116296	3.540752651	3.548977313	3.466937028	3.608459169	3.498014655	3.455785302	3.389158357	3.621192294	8.348094587	3.788111441	3.386916686	3.504883062	3.757375341	3.933493955	3.468722324	3.612745657	3.796538921
Liph	4.827996811	4.912496582	4.563525122	4.789764458	4.641339089	4.853052499	4.766008495	4.692150045	4.692471835	6.361713392	5.142756507	7.947451287	4.861154747	5.172399505	4.693436776	4.856341693	5.400353482	4.952339779
Lix1	5.536217681	5.700103975	5.735238221	5.528626794	5.905781699	6.169487117	5.784282362	5.234441284	5.505207096	5.582269965	5.866288594	6.063089431	5.920743477	6.485063692	5.557495867	5.572402626	5.932045418	5.430020933
Lman2l	7.47929969	8.390588051	8.709779851	8.06636882	8.571559184	7.940329749	8.622791408	9.011525642	8.523278878	8.074525595	8.341965072	9.020342457	8.519955157	7.08391114	8.591788484	9.174408416	8.671280043	8.809617663
Lmbrd2	7.743617627	8.692024704	9.109282494	8.253103023	8.518375093	7.260510301	6.418617812	8.002226006	8.127538191	8.572197706	7.795482546	7.315964066	10.87431675	6.971691265	8.900529033	8.117299895	9.379247522	9.527673653
Lmna	9.31969086	8.120110583	8.741904592	7.857471142	8.506405417	6.729437889	7.841321965	8.258894499	8.046818614	10.02117613	6.716223401	6.737079653	6.388536275	7.376898093	8.32913197	7.605795062	8.900482441	8.820737633
Lmnb1	8.350963484	8.404228425	8.202150487	8.810873959	8.286720665	9.537473228	9.779603311	8.184105865	7.772671533	8.138178263	8.235281892	7.06468529	6.738348566	8.433362187	7.002539387	7.444563545	6.816264762	6.594457483
Lmo1	5.412983014	4.784408446	4.833981566	4.948668589	4.815633832	5.505589278	5.515563183	5.839178588	5.020782197	4.917824759	5.414979452	5.400159901	4.836265849	5.836805284	5.17610864	5.613315547	4.730132705	4.873242306
Lmo2	9.775515223	10.56956808	11.05181328	10.41640614	10.99472495	9.629329205	11.63814452	10.3973431	10.1074841	9.00105421	9.640201094	11.1337962	8.968114086	8.803963988	10.90962104	10.47522347	10.90391751	11.09625808
Lmo4	8.871961128	8.959172941	8.657680424	9.470567521	8.786631971	8.373724546	9.805050728	9.17430529	8.226488621	11.3207063	8.633402874	8.333865563	8.064718697	8.85627845	8.645039316	9.576803588	8.514655938	8.4836316
Lmo7	5.074984885	5.247430078	4.616991955	5.06063109	4.647043907	4.982555568	4.47029824	4.295652014	4.567458238	4.877402346	5.16539545	4.765610769	4.506798678	4.951706678	4.537043376	4.645375029	4.559012467	4.558916578
LOC100046275	7.623753854	11.30650127	11.37458125	12.08381125	11.70538341	5.568313379	5.446432695	5.372076839	5.226129567	5.262735066	8.494929967	5.994256877	5.8134845	7.690586806	5.820844406	5.456002238	5.244762771	5.332598146
LOC100046496	6.41377346	9.795019219	9.044030277	10.04378798	10.04132026	5.937406779	6.157830616	5.840032627	6.01339526	6.051836103	5.929177911	6.363634843	6.207366448	6.04944236	5.874299427	6.06765234	5.782619117	6.01217383
LOC100503261	4.947261715	4.606018715	4.503841181	4.545094212	4.411453364	4.987350429	4.802150125	4.52610012	4.460818999	4.597841013	5.224802413	4.93164524	4.516979564	5.04851521	4.356139114	4.653900771	4.4675273	4.521999236
LOC100503878	6.743420717	6.025387651	5.992851606	6.148608262	5.978944703	6.591348053	6.419891095	6.119452326	6.065398541	6.008818517	6.8518677	6.512735723	6.153617557	6.94859384	6.064535842	5.939115283	6.221982741	5.993065186
LOC100503984	4.718084843	5.238101837	5.577115005	5.183202632	5.521950884	4.36879279	4.053852772	5.496836205	6.032889877	7.279561368	4.923524784	4.34037474	5.413112246	4.27533117	5.245500733	5.095690983	5.668173032	5.419205145
LOC100504758	6.230236644	6.489529288	6.339792243	6.399761128	6.373230932	6.498764656	7.54290624	6.484031225	6.484526472	6.614267153	6.222589168	5.741703371	5.807852051	6.706623791	6.703359606	6.408602613	6.418703257	6.247792729
LOC100504914	5.727168969	8.006515293	8.48262803	7.589124715	7.535787656	5.306998567	5.510390212	5.226224638	6.631809059	5.116154015	5.981177944	6.306195393	9.128320556	6.647027352	5.141304713	5.2722895	5.573917778	5.048343733
LOC100505155	3.704584282	3.915888937	3.962225097	4.120003501	4.098468406	3.630958725	3.633659823	5.961877182	4.941359887	6.122382135	4.333785078	3.807523226	4.335835749	3.755864998	4.652924304	5.041754051	4.106560498	4.42179555
LOC382693	4.226504676	9.527553146	10.03959483	10.16451453	10.25906979	4.989347947	5.169566955	3.920925254	3.782988601	3.869144283	5.211726743	3.987111633	4.449981687	6.481483013	3.981782647	3.779515383	3.790229883	3.738360726
LOC435333	5.837111939	11.29527412	10.60149818	11.98889568	10.76792222	5.986917155	8.064074831	5.571508951	5.50447209	5.500950733	6.870028051	5.679450072	6.115469588	7.417149557	5.743154088	5.691801203	5.488419674	5.476735945
LOC547323	5.717281598	5.287377174	5.164226567	5.26190686	5.242588788	5.775988147	5.314604693	5.213736096	5.051588171	5.183055044	5.650355297	5.650541514	5.282647372	5.804121984	5.445281972	5.341574269	5.240525502	5.186486031
LOC641050	6.020554427	6.23617831	5.744132641	6.286399276	6.164783865	5.944913483	5.605201941	7.421696544	5.403567684	5.487703929	6.10289954	5.627330567	5.151231045	6.549127751	5.647866113	6.542956525	5.264443851	5.328664158
LOC672291	5.217498288	11.84768906	10.49893038	12.09399813	10.89881391	5.183151011	8.032658134	4.830294204	4.852636453	5.165676159	6.464197746	5.327512525	5.432564171	7.083360716	5.201233928	4.98120573	5.187510439	4.847813218
LOC674190	3.17751123	5.646708462	3.520928652	7.409351049	3.773633497	3.587940994	2.928673518	2.965254815	3.079452072	2.939508694	3.949310808	3.316889108	3.009854738	3.514898644	3.266261829	3.113750499	3.194092307	3.424863878
Lonrf1	6.536699481	6.458844585	6.784730555	6.33123764	6.621857006	5.764335538	6.064338951	5.40188641	5.693276927	8.251842625	6.534107527	6.377293835	7.199704405	5.713507493	5.943301713	5.411916552	6.523620499	6.388452469
Lonrf3	6.13618831	5.148731796	5.106981173	5.526685457	6.677035441	5.367626171	5.91011382	5.896631105	7.245951947	9.212073992	5.114452401	7.500502523	5.131501687	5.787232628	8.526193388	6.107897062	9.319544177	9.396653798
Lpar6	9.908733288	10.8330237	11.41206375	10.64597976	11.18197375	8.632079868	8.309689767	9.487480454	8.514422001	6.239718172	9.044097353	10.31107441	8.999682591	8.980396097	9.893938947	9.688650244	9.949286389	10.22569163
Lpcat2	10.07024716	11.80860381	12.31344405	11.27942148	11.56870873	8.096232067	9.508469854	8.42995735	10.48709884	7.169564951	9.531424253	12.29621942	11.38165881	7.780679847	8.725655847	8.247479607	9.566323963	8.428661942
Lpcat4	7.465662717	7.31077181	6.765362166	7.723642175	6.857109643	8.116304189	8.270276013	7.25360737	6.313592937	7.293178865	7.667973353	6.358760781	6.26999375	8.239209224	6.397022546	7.086451186	6.336951015	6.114165711
Lphn1	6.777508484	6.292007749	6.084499851	6.407277963	6.319529425	6.689267007	7.272447522	6.299900956	6.659137748	6.196753908	6.915728231	6.735695914	6.414690873	7.184019387	6.429003833	6.320470838	6.461139982	6.169221516
Lphn2	5.62622885	7.51617179	6.979214323	7.108715497	6.799862339	5.822635834	7.820294289	5.0931404	5.031934753	9.777750487	6.537126749	7.829018866	8.815023938	5.9290761	7.508229233	5.764508937	5.198909249	7.786301215
Lphn3	6.815261598	8.968635549	9.56583498	8.547131964	7.466037785	5.744089767	4.618796593	4.403283631	4.250458867	8.048287235	6.073618893	4.737857986	9.392135142	5.314172638	4.226282449	4.429727537	4.35816883	4.259729457
Lpin1	8.246958114	7.694845378	8.367895268	7.397699872	7.957156613	7.446721474	7.487611489	8.18045837	7.741766955	10.75121997	7.529176742	8.199062914	9.080238824	8.080663525	8.956666361	8.378888721	8.793476617	9.402238614
Lpl	9.848063983	6.012125026	5.944822646	6.465857771	7.072741664	7.711548594	6.415914684	10.61405554	10.68450651	12.17304487	7.584138727	6.38377225	9.02258642	5.669082056	10.51350394	10.25103099	10.37257722	10.92744623
Lrch2	4.605965397	4.280605616	4.263207218	4.298361389	4.229590999	4.477372957	4.490150781	4.273254779	4.219176266	4.136842137	4.901931233	4.431734378	4.289559078	4.962965392	4.25777251	4.340336756	4.327991486	4.31633162
Lrg1	6.244766259	6.153087356	5.552021729	6.154913273	5.61753711	6.635592616	6.69434442	7.23298718	10.74935596	5.993190514	8.751171454	6.123364776	5.727292428	7.612273608	6.29737058	6.369577572	7.715126666	5.778059602
Lrig1	6.247354118	6.351283796	5.987425471	6.384857555	5.967279296	6.176826391	6.356441406	5.955236847	5.846378812	6.013790514	5.928583513	6.293766519	6.400718369	6.230703542	5.938149327	6.101095345	5.950377426	5.970298429
Lrig3	5.604356038	5.564151777	5.224045237	5.340865766	5.323003944	5.807737443	5.256749018	5.302403139	6.011907808	6.314962324	5.454705618	6.564893833	5.89189142	6.00912991	5.288105047	5.232103012	5.869339261	5.112299792
Lrmp	8.477469699	8.495169584	8.885326218	8.293790156	8.733651391	8.679126772	8.505979296	9.258941204	8.689542269	7.363442112	8.021419762	7.469859121	8.957605977	7.86050785	8.607544606	9.171468894	8.071587141	8.564157621
Lrp1	10.5838765	9.325797439	8.878752487	9.444071197	9.279624927	8.577347816	8.899337385	11.17397682	11.55119309	11.82728829	10.32524664	10.4471741	11.7697678	7.820709343	11.58008907	11.1991488	11.76284052	12.14844047
Lrp12	8.210361344	7.917847926	8.299995626	7.697695469	8.154921473	6.884577775	7.235535926	8.193924972	7.511290127	10.58866314	7.440353026	7.975276698	8.510503754	7.010765855	9.56151886	8.001908805	9.599269373	10.49541776
Lrp8	6.914382142	7.002754269	6.278557781	6.737056661	6.165224988	7.039686211	7.333831283	6.515037991	6.21298948	7.750141297	6.353521789	6.593956262	7.236808293	7.279231229	6.634780563	6.558213542	6.267356636	6.486145312
Lrrc16a	7.056100093	6.734375662	6.092326457	6.655572581	6.17746379	7.83127177	5.881662988	5.878488305	5.773028403	5.666391138	6.387797634	6.504847583	5.745103743	6.958706981	5.796673022	5.980416853	6.195754415	5.779509255
Lrrc18	5.524566788	5.552802795	5.592586031	5.689218077	5.782312627	7.026849845	5.173904286	5.573309888	5.425953815	6.083484291	5.913958091	5.726245412	6.727733981	5.813283536	5.485068256	5.659159636	5.416117989	5.438848395
Lrrc3	7.917423699	7.247722722	7.067299746	7.309708485	7.108833244	7.987161669	7.238791635	6.868972319	6.935088811	7.067000097	7.570038971	10.6210545	7.117016888	7.756939545	6.874113728	6.792987628	6.940744653	6.951339507
Lrrc32	6.9082551	6.931502827	6.226492566	7.057689348	6.690203357	6.255569656	6.100034319	6.005495805	6.374415867	6.316838437	6.583498023	6.550030518	6.507573727	6.864224533	6.033892076	5.976330027	6.536828451	6.062749185
Lrrc49	6.327032506	6.510057183	6.92409717	6.352266822	6.904269484	5.569433368	6.462070865	6.913599534	6.905118199	5.711016682	5.895139	5.478810059	5.385314834	5.431111441	6.605000392	6.937037913	6.747890859	6.688803265
Lrrc4c	3.78531514	6.556127801	7.623364817	5.871031658	4.42047297	4.163567162	3.670300281	3.71725052	3.562079572	3.53029136	4.195312161	3.988366577	3.75045644	4.486852716	3.735417473	3.722214624	3.656286606	3.617917499
Lrrc6	4.123868947	3.647515989	3.85074514	3.84076282	3.773565983	3.967486814	3.828123787	3.768343145	3.713219237	3.560759784	4.52166953	3.792268857	3.917364918	4.546141285	3.857901396	3.978131549	3.823528592	3.888168491
Lrrc8a	7.657915414	7.883421956	7.748797313	7.644463977	7.63904892	6.920332607	7.860875295	8.303926836	8.200965611	7.683014241	6.734731294	8.88513047	7.840923078	7.152777151	8.402727719	8.197453764	8.2880372	8.377998699
Lrrc8e	6.115187262	5.488302104	5.272151729	5.482045577	5.465679367	6.164016906	5.609546169	5.430704548	5.609858363	5.714285821	6.385010765	6.113706055	5.704836007	6.885997691	5.548020403	5.528727582	5.658383834	5.336129826
Lrrk2	7.465337433	6.766281758	5.746850183	7.31094604	6.55150156	9.289509435	6.509059746	7.116626754	9.301068353	8.089895514	7.38548971	5.394698194	5.426176401	7.620495506	6.823591005	6.918395379	9.240565729	7.457307819
Lsm3	7.535424694	8.327149644	8.059507631	8.069818819	8.152278453	8.153581164	10.15082264	8.878129715	8.595255741	8.061578569	8.029646682	7.63125783	7.540475509	8.131434377	8.412274009	8.600067019	8.298499321	8.294217749
Lsr	7.723263317	7.102600397	6.995556232	7.195819773	7.155398715	8.080028425	6.689054031	8.77899405	7.84612616	9.080738663	7.288798724	7.593458354	6.809091551	7.447388681	8.043892003	9.165676661	6.835684531	7.430462866
Lst1	8.350382101	9.484222284	9.496453048	9.381153187	8.983294285	7.906467644	8.645559728	7.963238472	6.778240999	7.519051981	9.115173864	8.443990728	9.481323768	7.223736754	8.90164881	8.196918292	7.388566123	8.685163664
