	SC.CDP.BM	SC.CMP.BM	SC.GMP.BM	SC.LT34F.BM	SC.LTSL.BM	SC.LTSL.FL	SC.MDP.BM	SC.MEP.BM	SC.MPP34F.BM	SC.ST34F.BM	SC.STSL.BM	SC.STSL.FL
Psat1	9.754221939	8.866196003	10.28453449	9.023958894	7.80005668	8.17280551	9.699956427	9.548102308	9.00728662	9.391017661	7.837146849	8.693492185
Psd2	5.37813356	6.091778101	5.654138577	5.569845484	5.683326845	5.567843545	5.588802569	5.528082107	5.515430195	5.299603675	5.565164546	5.399663304
Psmg1	8.086211964	8.770715588	9.498928701	8.441930075	7.869443937	8.473951251	8.629993791	9.570547841	8.292808892	8.520026357	8.077511841	8.679529713
Pstpip2	6.915720465	6.577133461	6.710553912	6.036706991	6.687520324	6.080030114	6.620882054	5.01268934	5.457009794	5.819614541	6.609686024	5.96968352
Ptafr	6.369112223	6.445483387	6.520016204	7.323133444	6.771323071	6.944477424	6.349025513	5.782252597	7.315820248	6.693833999	7.346645217	7.784151904
Ptchd1	5.35327153	5.34646941	5.575512019	5.171785946	5.463037126	5.331544001	5.321070639	5.206025821	5.203929369	5.295902983	5.225521734	5.033262204
Ptcra	6.03862274	6.13080014	6.542638797	5.803728172	6.388172313	6.091194168	6.434102201	6.388694117	6.188332674	6.11334003	6.037843424	6.122555733
Ptdss2	7.888406784	8.053456217	8.411786649	7.702862058	7.677262041	8.177921943	7.880673486	9.604538682	7.895499851	7.654574453	7.758551032	8.150768582
Ptger1	7.196387048	7.117514798	7.131447839	6.757081935	7.864886476	7.617437588	6.894544555	6.578612712	7.218510928	7.049313837	8.151905483	7.446663585
Ptger3	4.90162156	7.163468542	6.305050005	7.353327703	7.487869504	5.912919667	5.571813307	6.314099206	7.055394701	7.431789248	7.097259982	5.329198959
Ptgfrn	5.776077661	6.143451584	5.864240632	5.588930462	5.829658473	5.915939913	5.623575243	5.634259273	5.582571056	5.513861794	5.841251088	5.723877972
Ptgis	6.296067007	6.790261167	6.554714698	6.433217644	6.67442487	6.529801169	6.39366331	6.275779979	6.409348503	6.285515041	6.360322718	6.446136276
Ptgr1	8.016337339	6.919442584	8.557604486	6.479668724	6.075389296	7.055148284	7.772689565	7.581019386	6.100541452	6.868804039	6.428792288	8.053525454
Ptgs1	5.969697717	8.137846226	8.027480311	9.827234452	9.610988945	9.536693718	6.809694827	5.881928861	7.891673143	9.152384991	9.238385949	9.208148257
Ptgs2	5.734725876	6.05915299	5.632077201	5.290291689	6.408347292	5.842926887	5.713602345	5.434601542	5.679567362	5.374978594	5.758527048	5.421071783
Ptk2	7.206611969	6.344120998	5.84265708	6.838419858	6.739938538	7.536372082	6.028572836	7.02269793	6.327610126	6.419693939	6.598407887	7.968994458
Ptk6	5.13855101	5.945066872	5.524162954	4.907514026	5.291707916	5.465296478	5.282230972	5.096352525	5.107543509	5.218504147	5.018378986	4.961046783
Ptms	9.524513768	8.310372615	8.061243367	8.24953873	8.671975255	7.609639982	8.329804858	8.049678955	8.499516461	8.568795028	8.557506462	7.931536511
Ptpla	7.732005477	7.4261339	7.808186379	7.220725275	6.929691596	7.214991898	8.033941801	7.85233849	7.359788207	7.483617091	6.636407112	6.407323856
Ptplad2	6.471144096	6.445740771	5.120392033	9.489655789	8.886943831	9.004728434	5.495959462	4.65080189	7.66925465	8.523056532	8.903860863	9.197501517
Ptpn13	5.00337736	5.364661723	5.15663257	5.025081964	5.05668323	5.140207408	5.026960841	6.240922957	4.991066007	4.802614588	5.046808248	5.010759702
Ptpn14	6.21920015	7.377807878	6.516421268	7.095390342	7.30357833	7.62097269	6.280812829	7.603585919	6.599423433	6.961798677	7.146686785	7.462326807
Ptpn21	5.841414646	6.658553547	6.102931725	7.420690959	7.368444765	6.762237623	5.805729257	6.171578144	6.650049352	7.068679408	7.757612689	6.761385679
Ptpn22	6.551813857	7.57201348	6.875848446	8.39803478	7.71801838	7.36219984	7.041555121	5.479992005	7.6093701	7.799814559	8.132339664	7.594471665
Ptpn3	6.574553163	6.948589168	6.425994084	6.765644359	7.447677269	6.340237044	6.554161607	6.913459717	6.892021197	6.997699435	7.477357035	6.139836794
Ptpn4	7.047388245	7.378433591	5.612814449	7.426921088	7.389750062	7.967445889	6.912926052	7.097603423	6.991775217	7.466366501	7.45474756	8.025663379
Ptpn5	6.362046089	6.466990847	6.682726379	6.214051606	6.420088786	6.339513929	6.459297726	6.50718414	6.452105306	6.354547369	6.165168297	6.101468341
Ptpn7	8.949416357	9.42068766	8.773071165	8.717450691	8.542386266	8.708715019	9.167437131	8.914903064	8.910739856	9.121502954	8.754783193	8.751769986
Ptprc	10.36917105	10.10822478	7.97519548	10.72163238	10.445841	10.54973443	9.879508101	8.009620384	10.66209123	10.41770402	10.64625097	10.80966067
Ptprcap	9.717738333	10.12687802	9.766364588	10.74688917	10.09607579	10.05928709	9.386945776	9.033505872	10.4854153	10.33122039	10.38834211	10.20414218
Ptpre	8.238691498	9.217780954	8.030760922	9.183441934	9.126791187	8.879896667	8.491027719	7.480328546	9.205832828	9.335550472	9.888591159	9.183399668
Ptprf	7.163105869	6.485019402	6.293793489	5.993575492	6.422733102	6.634419503	6.262282806	5.965948166	6.009311337	5.986921705	6.026689419	6.54340927
Ptprj	9.260435027	8.409360172	6.995179591	8.595165464	9.138004828	8.227504919	8.153365571	7.658405734	8.315580268	8.353213003	9.51826432	8.629023232
Ptprm	5.274937494	5.944054903	5.59528981	5.394200856	5.681689132	6.636729496	5.41749925	5.450328737	5.435435244	5.453746377	5.586851795	7.01729783
Ptpro	6.457560367	5.622882046	5.881339144	5.039745239	5.469333575	5.477870494	6.01031587	5.205118775	5.285130301	5.289185254	5.471584179	5.214730983
Ptprr	5.175068115	5.603120386	5.401369926	5.090286062	5.410145466	5.580634945	5.405604413	5.424660123	5.21701352	5.190174321	5.327823868	5.308118741
Ptprv	6.14607679	6.894641962	6.453433074	6.635821611	6.708089269	6.684097304	6.300486794	6.496342504	6.324910487	6.362916936	6.72173584	6.38322389
Pus7	7.207395734	8.832766937	7.91671787	8.148374382	7.978243688	7.926887581	8.321956798	9.177508863	8.008873408	8.367993242	7.910108822	7.719753641
Pvr	6.719664441	6.512187373	6.888949391	6.672484275	6.294531918	6.102477573	6.834965242	5.719616075	6.347478753	6.706875852	6.711348978	6.698132336
Pvrl1	6.213411443	6.510463534	6.261221132	5.879334917	6.467712594	6.469868615	5.940201995	6.007545366	5.813702963	6.009295659	6.099016009	6.069816
Pvt1	5.269215218	5.869419877	5.493662277	5.700915914	6.093956598	5.492380919	5.752798536	7.694578671	5.620853226	5.700159475	5.384908627	5.419011268
Pxk	8.211675159	7.760693006	8.177076639	8.054568866	8.197308118	8.060396014	7.926775923	7.339064767	7.930447291	8.094560967	8.219111715	8.221763762
Pycard	9.006337394	8.027671332	7.924875435	7.86952208	7.005045859	6.936372144	8.18842252	7.044452045	7.849486421	7.783772897	7.464196112	7.363472045
Pygl	6.993214296	7.66241132	8.831028602	8.607671218	8.729880371	8.599184122	7.582714805	7.545961421	7.951885858	8.240241334	9.107003686	8.526791856
Pygm	6.312694213	6.448642478	5.922016231	7.808085531	7.352596408	7.167342203	6.041020246	5.784729059	6.998829026	6.417756332	7.559879254	7.546385184
Qpct	4.848492748	5.265110542	5.189377847	4.945682608	4.877749157	4.961512205	4.941424057	4.910833378	5.061668207	4.835772523	5.051025453	4.987584639
Qser1	8.29127908	8.591688579	6.79373725	8.589846364	8.882844259	9.106717256	8.606390283	8.178596387	8.812878423	9.032926783	9.066161413	9.58979232
Qsox2	6.748198218	7.021580775	7.014395838	6.40085098	6.345969351	6.500006355	6.846386752	7.016845608	6.360892723	6.411537257	6.456737714	6.401603163
Qtrtd1	7.230629578	8.518433047	7.554415411	8.598755991	7.659261459	7.713499474	8.004841801	8.637338179	8.476931262	8.395591542	8.060486987	8.176537705
Rab11fip5	6.78860611	6.996343549	6.941812927	7.017673274	7.007563306	6.852133293	6.689356941	6.142316424	6.554191288	6.668429772	7.198134287	6.599165273
Rab18	8.976784723	7.815081595	8.340022166	7.181125747	6.833079409	7.57073589	8.672620517	8.506064351	7.549146623	8.091701421	6.490058229	7.443136671
Rab19	5.954876388	6.21680114	6.008412934	6.055735783	6.115594432	5.852052954	5.590024083	5.667225108	5.995610014	5.791617445	6.214072336	5.927047839
Rab27b	5.30565321	6.977285648	5.398513412	7.272836902	7.953809213	7.84084358	5.330296655	5.165013491	5.237420314	6.522073017	6.591259527	5.970043751
Rab30	5.005316142	4.949462563	4.74509388	4.669259257	4.603054593	4.891521261	4.747374867	5.306876479	4.566255012	4.784938401	4.765021933	4.52160044
Rab32	8.312413625	7.16605158	8.445267347	7.79441435	7.767301011	7.502630548	8.135823158	6.344707794	7.824223367	8.009965744	8.136184891	6.970908283
Rab37	8.275871679	9.680265275	8.5634415	9.78365205	9.343328978	8.575972558	7.852169298	7.904716801	9.036631905	9.567396471	9.532029683	8.244040768
Rab38	5.932009974	9.182421171	8.286534352	9.606386396	8.946169391	8.54751795	6.827233869	7.941636892	8.941466705	9.64849052	9.30572221	8.16940644
Rab3d	8.5340581	7.370366579	9.056758544	6.925146521	7.181688311	6.549128521	7.840602126	6.579814477	6.813881215	7.090578772	7.140267406	6.222432675
Rab3il1	8.042052212	6.395972768	6.227208386	6.607329821	6.520230505	7.20873834	6.80337042	6.619003563	6.560053058	6.640341836	6.743347556	7.118806138
Rab3ip	8.312900951	7.145615813	7.540158785	7.599228515	7.231755271	7.490652221	7.861557386	7.320851533	7.48058302	7.520040701	7.424751368	7.708469028
Rab43	8.012818002	7.950995564	7.713446318	7.994742817	8.015970464	7.620158474	7.144650766	7.695383168	7.35804235	7.63112757	8.230700981	7.691191805
Rab44	8.11991828	8.857657907	9.799969072	6.979669459	7.072347731	6.603100104	9.20959243	6.592988419	7.276359406	7.655631968	6.678905722	6.29580107
Rab4a	6.678460704	8.068289506	6.951946357	7.897160946	7.6203281	7.84597484	6.682328427	9.408016008	7.472971838	7.530508561	7.781803384	8.334517997
Rab6b	6.441175803	6.860749307	6.389263924	7.118465286	7.489335268	6.875388953	6.388267044	6.193285836	6.861242647	6.795187047	7.684394243	6.657839334
Rabgap1l	6.828999621	7.808412082	5.98674616	8.171817464	7.88753969	7.322912698	6.685109453	8.502850297	7.260835815	7.645297083	7.79835839	7.453804394
Rabl2	5.970363625	6.594176781	6.373875536	6.004957499	6.004275157	6.269271331	5.778367173	6.011495639	5.982312553	6.342716513	6.174971608	6.444695224
Racgap1	10.94846832	8.93075345	9.816257615	8.185224819	9.107329644	9.356225259	10.21583312	9.183992972	9.173885719	9.054620732	8.521958681	9.562170288
Rad51	8.835440948	8.574805233	8.409158672	7.026739208	6.84123515	7.847163025	8.930232404	9.065895652	8.380079182	8.470303799	6.675688458	8.11655944
Rad54l	9.415744444	9.015807802	8.944945294	7.911842154	8.109904289	8.703604509	9.396971687	9.540734444	8.717714289	9.050621953	7.443791728	8.674429755
Rag1	5.362439496	5.726192269	5.184226067	7.027326959	5.385353953	5.380078316	5.33320426	5.232491921	5.873323524	4.898549392	5.331226292	9.718429272
Rag2	3.594540587	4.863715489	3.705461903	3.598575623	3.562584356	3.813603355	3.669567297	3.479288775	4.482870865	3.577271709	3.575215502	5.805625228
Rai14	6.268153019	7.031336193	6.183147702	7.766007611	7.71424735	7.6510359	6.485077382	6.079123131	7.081349215	7.869794927	7.937727694	7.559283776
Ralgds	7.108973225	7.040796562	6.837186385	7.232326903	7.058031782	7.075235604	6.897133107	6.190741268	7.223116003	7.275356315	7.794589803	7.316471163
Ralgps2	7.185130147	7.93880477	6.853697965	8.06594635	7.771508397	8.290566168	7.159669883	7.212279448	7.647935768	8.32010351	8.052466434	8.518339013
Ramp1	9.04973812	8.213004795	9.297076523	8.502669397	7.634279847	7.430749702	9.092917079	7.019193168	9.060247113	8.413351421	8.757310107	7.656695142
Ramp3	5.450391978	6.162865603	5.506725699	5.100281074	5.545524664	5.465139723	5.418409237	5.561414736	5.351218414	5.285589017	5.359051393	5.248876343
Ranbp1	11.40676766	11.37737711	11.32871079	10.6063466	10.77932783	11.19971555	11.4610447	11.80340356	11.18480965	11.20801836	10.51768205	11.20150093
Ranbp17	5.40805625	6.41766183	5.822311213	6.54287452	7.062772566	7.445292733	5.725449426	6.778602845	5.9785995	6.830034704	6.415119776	7.421610856
Rap1gap2	7.79355996	6.780123056	6.744541009	6.0772722	6.770722029	6.756197355	6.468387274	6.126935698	6.097342162	6.10077796	6.55247237	6.368775332
Rap2a	7.665746636	7.360801444	6.993972817	7.164153043	7.062511396	7.31623114	7.393779128	6.907119605	7.229097104	7.094724312	7.35827581	7.536412363
Rapgef3	5.950763891	6.769024549	6.793533516	6.766051796	6.398831462	6.878873265	6.26190498	5.922882871	6.331846713	6.471467126	6.46200377	6.771371936
Rapgef4	5.236390567	5.78203631	5.342222857	6.350837843	6.345257384	6.334329308	5.558701316	5.359143369	5.933134712	5.904010749	6.450656461	6.491392964
Rapgef5	4.946588954	5.971619423	5.593913449	6.146151483	5.939726513	6.260132323	5.754626547	4.957225115	5.950048422	6.208130939	5.872971545	6.968612079
Rapgef6	8.39580387	8.486150811	7.053358645	8.335317846	8.46972782	8.891999129	8.363754411	8.869179558	8.459408871	8.443936872	8.510560192	8.990792803
Rapgefl1	5.05408584	5.420391448	5.561546099	4.997388765	5.367270875	5.427474322	5.173271376	5.195890869	5.138460222	4.943565062	4.979906442	5.356395626
Raph1	8.172083921	5.634453871	5.299508434	5.482242732	5.713990848	6.399265105	6.556603125	5.041043616	5.346467637	5.323085393	5.364891051	7.144948282
Rara	8.32102658	6.362540023	6.719201241	6.509119409	7.066234529	7.263692673	7.181298052	6.098625888	6.869119395	6.224957686	7.490603823	7.827015857
Rarg	7.371866942	6.861324543	7.029921782	7.039819433	7.486991582	7.022714018	6.864409445	6.762184682	6.820665949	6.724365824	7.343815226	6.92267716
Rasa1	8.344608532	8.599247487	6.395674078	9.031886705	8.987094385	8.611734901	8.271633278	8.587674396	8.810657262	8.973383541	8.848683338	9.068522358
Rasal2	6.096779097	6.872560383	5.961455097	6.280299382	6.660118579	6.945745415	6.134690533	6.271162318	6.155852429	6.438393497	6.292210569	7.391051074
Rasal3	9.335228359	9.37327692	8.915306568	9.78491725	9.328294197	7.882258687	9.035511836	7.825799299	10.02950941	9.812291641	9.947590089	8.791874942
Rasgef1b	4.975964869	5.940259559	4.929497506	7.238448051	6.314895879	6.485913547	5.001222767	4.964578842	5.466553711	6.756021843	5.996024863	6.005189991
Rasgrp1	5.178634976	5.318947656	5.098929013	5.930616714	5.715673766	5.411428506	5.308740684	5.13843155	4.760069216	5.118432407	5.291585141	5.164717906
Rasgrp3	4.198509869	4.488447526	4.038658586	5.014181195	4.286092574	6.474072025	4.094565453	3.770432647	4.26798891	4.020639984	4.448564019	8.16826896
Rasgrp4	7.937610204	6.279209403	6.161834621	5.826601025	6.966615038	6.437813094	6.215409393	5.824177215	6.029526874	5.76140895	6.728202161	6.810134583
Rasl11a	5.882451492	6.360996283	6.175693584	5.776508483	5.886237156	6.279819174	6.112444372	6.137053636	5.740207112	5.729200619	5.723572213	5.840625622
Rasl12	5.402346995	5.85482102	5.717029293	5.853693807	5.813178339	5.601346892	5.438378249	5.215678597	5.574181757	5.721927646	5.878095884	5.71140267
Rassf4	10.65227731	7.422794762	8.685212499	7.70097901	7.156417179	6.520299661	9.843993053	6.089555352	7.822933729	8.026311518	8.043796151	6.399189042
Rassf6	3.789051036	4.857085251	3.831762416	4.920058232	4.713369559	4.469493131	3.871551269	3.784755229	4.158716719	4.467272958	4.863231462	4.036116453
Rassf9	3.249359373	3.375908263	3.189176189	3.341758085	3.188385099	3.889713648	3.494095545	3.150575923	3.441350678	3.070775712	3.601664826	5.587978486
Raver2	5.133884052	5.912878561	5.59885547	7.106520019	6.874464199	6.460130391	5.416373627	5.292087837	5.957255302	6.241297737	7.1110087	6.464832423
Rbl2	8.655110167	9.024979085	7.906937081	9.563750613	9.700756544	9.303161002	8.483809732	8.473731113	9.014366034	9.368799445	10.06926769	9.103224197
Rbmxl2	7.169346806	6.846667562	7.448263631	6.712887371	7.044654582	7.501608458	7.369462412	6.855321997	6.611220341	6.625540093	6.801679478	6.759550017
Rbp1	5.236349745	7.087039518	6.745968267	8.682730124	7.881591007	9.030782621	5.801360454	5.793164989	7.358545714	7.743115032	7.964277902	9.184095035
Rbpms	7.525518982	8.855443944	8.118318019	9.692858284	9.765797658	9.760125229	7.574537521	5.977497456	9.224290908	9.700191473	10.24909085	9.963250636
Rcan1	7.728603758	7.796710655	7.996166321	7.391448968	7.323011513	7.314947224	7.456900311	7.595257108	7.249135739	7.410187169	7.267031965	7.453275162
Rcan3	7.149634341	7.648150826	7.08136413	7.409083977	7.416982136	7.113167752	6.874698619	7.405738845	7.132632876	7.36632134	7.420666258	7.195382051
Rcbtb1	8.781521133	7.589994506	7.064200608	8.163746272	7.374072676	7.624442125	8.207175424	8.273310968	8.207861868	8.150697766	8.128590529	8.500918343
Rcbtb2	7.793744186	8.061408728	7.35142692	8.53727911	7.717241607	8.18464446	7.709606329	7.256332781	8.157522019	8.258849128	7.917493816	8.511091036
Rcc1	8.478636836	8.583429763	9.17499299	7.761638323	7.699818578	7.894859184	8.836425344	9.264765001	8.15322419	8.029757372	7.497471325	8.199695899
Rcl1	7.942074201	8.337933152	9.2834332	8.636423789	7.985503846	8.162272484	8.85602654	9.83352153	8.393933538	8.673529924	8.285969321	8.219818313
Rcn3	7.868924388	7.536863023	7.173723102	8.862683845	7.744669941	7.718763232	6.790695592	7.218975341	8.026335866	8.44354325	8.194810524	7.787006635
Rcor2	6.048491233	6.420370393	6.358317134	7.226585274	7.650817683	7.643451217	6.07198071	5.756055879	6.918886487	6.750757224	7.748196428	7.89703375
Rdh1	6.066984675	6.632480532	6.070386465	5.914216883	6.36670222	6.010835028	6.24109526	6.029466138	5.935345412	5.680609885	5.95333509	5.998372669
Rdh12	6.856106762	6.19705054	6.619690801	7.136641201	6.433979842	6.886945965	6.067738375	4.934266438	7.107321187	6.622529221	7.422491483	7.855094897
Relb	7.072311283	7.113528611	6.85561104	7.333863477	6.92306002	6.77070221	6.95610313	6.918202546	6.961878532	6.994531075	7.61074361	6.929417022
Rell1	8.848749992	8.099773849	7.319770254	7.930466314	7.441316921	7.119050395	7.968023148	7.56247255	7.779370374	7.842519434	7.426563607	7.207008462
Reln	5.250855489	5.797879373	5.494414544	5.184526278	5.462706751	5.546653733	5.263938312	5.233151803	5.22634668	5.256927616	5.315115741	5.478182312
Repin1	7.253585311	7.906864447	8.382078257	8.572485874	8.112433599	8.299358234	7.68504566	7.648471195	8.57922711	8.450762158	8.612684602	8.427700235
Ret	5.767844568	6.370927981	5.869289079	5.763230075	5.792583824	6.142032835	5.932016275	5.995582881	5.7468166	5.79057527	5.698800033	6.176031491
Retnla	3.571555468	4.707348087	3.907265648	3.565783999	3.895422194	3.855069454	3.904005528	3.72629174	3.828707735	3.73505095	3.879336551	3.691137704
Retnlg	4.721379951	5.155188606	5.123043973	4.567689434	8.479948232	5.127784584	4.888774091	4.78926236	4.9032697	4.78071954	8.416840727	4.656333329
Retsat	6.71560925	7.147702022	8.981430759	7.487595679	7.136063184	6.785856094	7.723902767	8.340663293	6.799786072	7.142746808	7.225891219	7.024958453
