	PRET.DN2.TH	PRET.DN2-3.TH	PRET.DN2A.TH	PRET.DN2B.TH	PRET.DN3-4.TH	PRET.DN3A.TH	PRET.DN3B.TH	PRET.ETP.TH	PRET.ETP-2A.TH	T.4.LN.BDC	T.4.PA.BDC	T.4.PLN.BDC	T.4+8INT.TH	T.4FP3-.SP	T.4FP3+25+.AA	T.4FP3+25+.LN	T.4FP3+25+.SP	T.4INT8+.TH	T.4MEM.LN	T.4MEM.SP	T.4MEM44H62L.LN	T.4MEM44H62L.SP	T.4NVE.LN	T.4NVE.MLN	T.4NVE.PP	T.4NVE.SP	T.4SP24-.TH	T.4SP24INT.TH	T.4SP69+.TH	T.8EFF.SP.OT1.12HR.LISOVA	T.8EFF.SP.OT1.24HR.LISOVA	T.8EFF.SP.OT1.48HR.LISOVA	T.8EFF.SP.OT1.D10.LISOVA	T.8EFF.SP.OT1.D15.LISOVA	T.8EFF.SP.OT1.D15.VSVOVA	T.8EFF.SP.OT1.D5.VSVOVA	T.8EFF.SP.OT1.D6.LISOVA	T.8EFF.SP.OT1.D6.VSVOVA	T.8EFF.SP.OT1.D8.LISOVA	T.8EFF.SP.OT1.D8.VSVOVA	T.8MEM.LN	T.8MEM.SP	T.8MEM.SP.OT1.D100.LISOVA	T.8MEM.SP.OT1.D106.VSVOVA	T.8MEM.SP.OT1.D45.LISOVA	T.8MEM.SP.OT1.D45.VSVOVA	T.8NVE.LN	T.8NVE.MLN	T.8NVE.PP	T.8NVE.SP	T.8NVE.SP.OT1	T.8SP24-.TH	T.8SP24INT.TH	T.8SP69+.TH	T.DN4.TH	T.DP.TH	T.DP69+.TH	T.DPBL.TH	T.DPSM.TH	T.ISP.TH
Tlr3	4.846986332	4.966095873	4.877665734	4.966755757	5.104191264	4.833954347	5.060802554	4.869259463	4.908692838	5.033239441	5.018979052	4.965576522	5.344524353	5.12431159	4.899111166	5.082449971	5.028960271	4.855449914	5.134442749	4.934242845	4.973230119	4.8427878	5.061738762	5.174863114	5.229587923	4.886239188	5.147758488	4.886166418	4.996682498	5.091010053	5.002920003	4.771914622	4.969960895	5.044850172	5.293000713	4.921907567	4.761719648	5.05886772	5.019638169	5.132946928	5.224561273	5.039523003	5.077261517	5.333824427	5.058164944	4.890941126	4.967935565	4.8777557	5.315153186	5.147945674	5.12160673	4.936418083	5.008461491	5.065955681	4.792072726	4.952007339	5.171042657	4.803995029	5.164520816	4.929333377
Tlr4	4.406631903	4.245796066	4.643094246	4.158805568	4.150148038	4.001601104	4.147284987	5.066214075	4.99929877	4.365218932	4.129592133	4.476889285	4.237461743	4.362020949	4.82862312	4.450727385	4.151984609	4.238774124	4.79473643	4.391561527	4.78550696	4.839837007	4.368319037	4.241420735	4.202143419	4.240621537	4.097605178	4.130357081	4.203321245	4.089060236	4.210344701	4.185299661	4.278163214	4.17126822	4.369246608	4.228852032	4.351267893	4.373063499	4.386597147	4.534345946	4.586116195	4.082923949	4.290178626	4.728059273	4.312661544	4.358663507	4.439751667	4.375261902	4.400619899	4.414286651	4.210573294	4.19363246	4.577211274	4.457257195	4.117844623	4.46567632	4.435164065	4.103178684	4.506091996	4.072594621
Tlr7	5.244898473	4.740525557	5.792665375	4.894056207	4.611693718	4.81329893	4.23778549	7.128770082	6.52966246	5.37107556	4.834921012	5.255582559	6.079190348	5.251143414	4.663818987	7.84872016	6.722350577	6.866836698	5.713082649	5.808175651	5.854173562	4.953294732	6.160434853	5.417483498	5.532890432	6.09299757	7.385411191	7.145117657	7.220931597	7.013923729	7.368944369	4.616313583	4.219116879	4.031656914	4.506611462	4.078783444	4.134398938	4.003842067	4.280454054	4.351388048	5.298591115	5.653073397	3.845794448	4.468384558	4.494108349	4.397173185	6.982753676	6.177808191	5.361560174	5.722295696	6.982928566	7.503469326	7.245579009	7.168678135	4.38135952	4.769001179	5.241123233	4.115274671	4.633458336	3.924169579
Tlr8	4.248281816	4.374716092	4.10544342	4.320080262	4.565960647	4.408372204	4.506580786	4.370487478	4.513680229	4.42974762	4.190330402	4.427704495	4.47716137	4.316937365	4.380671736	4.224094313	4.376127126	4.417769269	4.335897665	4.256180377	4.241593613	4.46393628	4.118401258	4.390300821	4.389504863	4.281700104	4.359040848	4.157054492	4.426506302	4.141217504	4.201991877	4.250855489	4.427042929	4.233220843	4.910845368	4.508466684	4.339821505	4.360230818	4.571838584	4.569788787	4.419350115	4.36110393	4.393658734	4.313728363	4.114037966	4.304983102	4.386302833	4.56549157	4.185626076	4.662522645	4.611268792	4.369131421	4.169994463	4.197957103	4.347110485	4.56484964	4.66494546	4.269205242	4.231360723	4.37497222
Tlr9	6.196005665	6.497057438	6.327329879	6.339733336	6.404987113	6.128637782	5.91665498	6.548467965	6.742883368	6.111139149	6.15522808	6.437838056	6.490546064	6.219889365	6.35445745	5.864970229	6.383288702	6.255066978	6.328709031	6.254478777	6.406872226	6.143783184	6.072991845	6.024255398	6.341130939	6.255580986	6.185318164	6.117237895	6.397540018	6.161910518	6.217624301	6.04286427	6.137077893	6.674810887	6.60604019	6.149426033	5.98834764	6.30178882	6.071438764	6.214236216	6.438078228	6.109724809	6.150443915	6.352347166	6.320485581	6.200429152	6.181478949	6.161757377	6.420397062	6.461257876	5.973953313	6.110392478	6.095953246	6.275814115	5.993225997	6.482271778	6.365557821	5.799552756	6.187683302	6.038373258
Tm4sf1	4.561739556	4.615745857	4.559127728	4.606507373	4.521260172	4.674313753	4.641245436	4.61036541	4.810574205	4.703628616	4.759366256	4.78254486	5.044876394	4.760542101	4.903941279	4.526479938	4.846117173	4.839837007	4.748922736	4.688816318	4.616463566	4.62171979	4.620244268	4.796104521	4.775163824	4.716664468	4.625634819	4.829546853	4.649151729	4.772501532	4.635833701	4.82620525	4.745000629	5.067090834	5.005307907	4.760421455	4.604605117	4.888587405	4.959363683	4.850624425	5.07144377	4.756304565	4.627601002	4.858796633	4.787369774	4.82239025	4.658695157	4.747736483	5.042693944	4.948543226	4.426875255	4.764461166	4.510702464	4.807143655	4.599662952	5.145287522	5.05010549	4.663122562	4.965918161	4.758077494
Tm4sf19	5.737117971	5.636962418	5.704235666	5.915228078	6.000308043	5.882104995	5.710164481	5.829028383	6.035515044	6.014671443	5.911091133	6.17462613	5.980454936	6.045971478	6.161580036	5.656197923	6.015480843	6.131991366	5.923948607	6.014893079	5.974907068	5.908513516	6.050046702	6.041410925	5.887425351	5.857761465	5.950088871	5.771461298	6.044735808	5.804032902	6.10096854	5.533856093	6.080113282	6.179034585	6.029243048	5.941859866	5.597797322	6.063640274	5.641047897	6.230644948	6.009005958	6.07368244	6.036096667	6.259926825	6.004232828	5.753450325	5.905050788	5.912475026	6.124947738	6.109161332	5.581911584	5.932827337	5.899378676	5.827363454	5.863994598	6.160748793	5.990644814	5.88150393	6.212130264	5.855233944
Tm4sf5	6.218990351	6.279111877	6.034703238	6.178959584	6.328709031	6.194443005	6.149403677	6.079514651	6.243584355	6.662717741	6.630364697	6.301309006	7.133788176	6.537673467	6.354887597	6.30003218	6.788422097	6.671405665	6.570896504	6.403135333	6.436814796	6.424883468	6.26411477	6.891590116	6.680269495	6.146497907	6.335745253	6.377026548	6.450766968	6.307236032	6.254035263	6.709847532	6.547212281	6.778832348	6.895564983	6.549740523	6.31280976	6.764128052	6.729612134	6.555516585	6.973733715	6.418913476	6.28975333	6.619457764	6.778336726	6.288226272	6.356451383	6.673755215	7.110060075	7.019965761	6.078922886	6.314903128	6.290353132	6.45783448	6.293496172	6.537488144	7.006383308	6.320487687	6.573661829	6.088670239
Tm7sf3	8.613563084	8.431522885	8.666044298	8.310393066	7.619391734	8.28154943	7.896290823	8.060969315	8.257727496	7.533213689	7.33510134	7.624661444	7.096304378	7.364609491	8.266259642	7.410106166	7.578309283	7.159570996	7.573285901	7.689502317	7.710677193	7.780539986	7.382421423	7.490151851	7.194509162	7.125486314	7.437519614	7.27579053	7.276383757	6.78322876	6.943041834	7.412457645	7.79649977	7.78184228	7.425483643	7.709490307	7.918252645	7.602424712	7.859315078	7.720390886	7.45878144	7.446199977	7.766367459	7.562120286	7.834721959	7.82532369	7.524316821	7.562447746	7.32175947	7.476756193	7.341925574	7.388847636	7.136508595	7.418101942	7.539682792	7.138857805	6.918773414	7.714000697	7.006217972	7.852693874
Tm7sf4	4.691764918	4.754168647	4.645263573	4.672357449	4.958646282	4.834760087	4.906488188	4.857017218	5.032700372	5.143193393	5.048785463	4.912723307	5.107793864	5.149064218	5.045627897	4.594488834	5.077614736	4.893140514	4.965699644	4.980342207	5.02927471	4.884610945	4.694207892	4.932585641	5.156174111	4.801105615	4.874536333	4.947218849	5.144270753	5.11967296	4.90708134	4.865191347	4.905140668	5.150093866	5.437126179	5.168132542	4.97764475	5.202710254	5.304843203	5.194431185	5.019660406	4.945596779	5.097959069	5.400247585	4.99110003	4.863547007	4.772300936	4.985570256	5.332061022	5.285436744	4.697577385	4.952389484	4.774110569	4.827515891	4.796130484	5.112909989	4.854911591	4.647819115	4.943744767	4.808615012
Tmc3	4.706027649	4.668618398	4.468338937	4.52884008	4.705738354	4.766188761	4.824328292	4.718719629	4.777964076	5.127640158	4.894175075	5.078605565	5.130821071	5.1721181	5.135525293	5.36778457	5.180112048	5.117990034	5.222890838	5.178534061	5.189090508	4.934153187	4.971402534	4.861844562	4.967781899	5.230403822	5.001640133	4.999770052	4.876669189	4.751154825	4.774191413	4.661903482	5.009185908	4.958822573	5.168904736	4.854860074	4.737791301	4.984296164	4.748518482	4.996968661	4.888843889	4.90170361	4.920382235	4.956537626	4.938410481	4.70855513	4.974370228	5.031843616	5.270455435	5.080133184	4.845729226	4.919821536	5.017479533	5.090218302	4.754647033	5.275102678	4.972649771	4.814586311	5.033817945	4.887945995
Tmc7	4.94911934	4.817738362	4.695194878	4.823084406	4.959785608	4.8147196	4.886433088	4.788287227	4.865864391	5.119102978	5.019684125	5.097925369	5.140369671	5.024851548	4.893009422	4.808518913	4.982446045	4.971827084	5.10892724	4.888069428	4.844152952	4.873084778	4.927811141	5.207191371	5.174420401	4.711881684	4.993192779	5.040991762	5.077886712	4.923981082	4.99214754	4.87346626	5.02545705	5.289148358	5.27330887	4.870729663	4.750059763	5.184404614	4.873427707	5.215241115	5.308949354	4.916449574	5.024762917	5.201122163	5.082894153	4.970939527	4.778182288	5.054868731	5.653536823	5.132172382	4.924058701	4.848197267	4.847530961	4.952894195	4.846175691	5.212979108	5.18474842	4.743181022	5.006969689	4.75311778
Tmc8	7.42035046	8.197293127	7.276324507	7.892373721	7.279694146	9.453446038	7.695070265	7.080456564	6.971508492	9.506547729	9.334323237	9.527569208	9.77021012	9.724659934	8.648826838	9.116025493	9.506260069	9.745160341	9.075844479	9.162780359	9.149910345	9.119586076	9.16116859	9.624702014	9.172511143	9.365346754	9.447560463	9.573775232	9.612413998	7.461435245	7.598426746	7.441754856	9.322953997	9.133881142	9.0519755	8.935159057	9.197448276	9.456439434	9.407449418	9.659594236	8.686350764	9.123398491	9.360472995	8.743647751	8.735120019	9.422462259	9.136575156	9.462918491	8.818567479	9.033433739	9.106822711	9.273569427	9.542872715	9.301333244	8.197393476	9.506632353	9.690598562	8.887546696	9.890035515	7.782141617
Tmcc3	5.140118769	5.373827406	5.138804232	5.336178039	5.709396334	5.230660317	5.475577806	5.413333437	5.440832633	5.651596128	5.490913436	5.571389617	6.803890445	5.59267629	5.685374879	5.757089048	5.695986856	5.987044914	5.674906905	5.438168629	5.410039155	5.692021681	5.903389418	5.94509185	5.675605664	5.933730778	6.079992438	7.110268575	6.757546022	5.315323491	5.195132333	5.395516999	5.341212498	5.641941907	5.886843973	5.478862898	5.346143741	5.653866386	5.292078632	5.617963523	5.502587324	5.375147195	5.41251283	5.546502487	5.476814237	5.499736419	5.359874867	5.381940881	6.065058839	5.426826066	5.463500396	5.554786313	5.538458494	5.856531769	6.212691893	6.66565427	6.380407382	6.145950482	6.759409313	5.694947963
Tmed3	7.476407882	7.477921344	7.876444196	7.670348559	6.51909052	7.497234452	6.863188916	7.387642854	7.070575557	6.454815267	6.112813751	6.715401958	5.547388132	6.439437525	6.455661481	7.003847686	6.438698719	6.158045459	6.198498083	6.455980875	6.286148035	6.406216346	6.458356848	6.206410752	5.902330491	6.6145917	6.572695174	6.236641855	6.401361961	7.050499158	7.34190275	7.522014542	6.608112856	6.311095568	6.540979646	6.758252535	6.884587339	6.286387108	6.217524138	6.206026472	6.698850029	6.630669992	6.586589624	6.099005837	6.685126511	6.446970783	6.811310465	6.44759793	6.000764726	6.514347434	6.791139007	6.789998275	6.36535543	6.504569018	6.492998782	5.912176393	5.983936816	5.830242646	5.60680937	6.4702619
Tmeff1	5.436245141	5.247281953	5.19736415	5.272805184	5.563625934	5.232364002	5.468236829	5.394915368	5.374119637	5.55424809	5.246254156	5.64278435	5.667611164	5.392839447	5.332348707	5.346904899	5.405129547	5.608429796	5.284804054	5.364016724	5.425201913	5.343510868	5.371755158	5.676924619	5.723535354	5.343882128	5.246628503	5.310277098	5.40641195	5.434585975	5.366824593	5.438993067	5.595109754	5.68189711	5.773170863	5.338052342	5.418537422	5.881545532	5.708585477	5.49222067	5.546022922	5.412577186	5.312529648	5.627406936	5.39731354	5.524306111	5.202024538	5.303156054	5.828396326	5.70223919	5.327084918	5.221893832	5.191334974	5.463553799	5.381106832	5.455966084	5.488129348	5.319279522	5.292884795	5.20621602
Tmem100	4.347450701	4.487402739	4.44688479	4.625878304	4.503365698	4.321050188	4.377866428	4.598637154	4.713978938	4.775115526	4.821225494	4.726006481	4.85908001	4.429861414	4.803860746	4.32216612	4.880900983	4.667004593	4.610784697	4.439226397	4.450014691	4.846744023	4.684040714	4.479228405	4.548384218	4.489971557	4.695528053	4.660270733	4.731820436	4.597064304	4.522034819	4.343674305	4.512414429	4.638778597	5.074297769	4.532427101	4.555906116	4.975802886	4.782780724	4.598349323	4.641752169	4.784058961	4.770326922	4.901079273	4.647697297	4.459951769	4.558202315	4.61141635	4.847218577	4.882272955	4.380380829	4.43454372	4.578117532	4.879143737	4.354019532	4.871933978	4.942150071	4.577732945	4.882127826	4.539584835
Tmem106a	5.745198781	5.861967767	5.406698223	5.606381522	5.743146905	5.730660786	5.603831052	5.63079083	5.719525725	6.000938198	5.738089557	5.92581907	5.806465845	5.90171085	6.005197853	6.366445785	6.189392674	5.727566543	6.26586692	6.272833171	6.495654128	6.525191386	6.073129705	6.040120917	5.933697736	6.027987802	6.028864527	5.707882733	6.026662864	5.9455445	5.945424327	5.678319847	5.789308448	6.048631454	6.145536847	6.032771623	6.10449532	5.980247752	6.072017881	6.069458002	5.75382379	5.81299273	6.323515989	6.035340181	6.281923538	6.098253911	5.820811227	5.630620974	6.072512448	5.714847202	6.025349259	5.695077923	5.864776311	5.7424087	5.5771458	5.916097608	5.96179617	5.642649592	5.872323153	5.476992943
Tmem108	5.978413025	6.315299033	5.83206719	6.400538783	5.946235687	6.281407704	5.931523116	5.480764894	5.554576573	5.683891046	5.370190441	5.734299557	5.807326583	5.56008007	5.087437382	5.035357045	5.438600589	5.580209817	5.21821157	4.935638895	5.067420736	4.745414834	5.48036746	5.363273889	5.275781841	5.306853701	5.453439659	5.641885084	5.634955252	5.332459707	5.557411111	5.971651608	4.777260138	5.378459602	5.276991623	4.891981314	4.898532463	5.520750144	5.147999927	5.207201785	5.812884946	5.478976118	4.872270613	5.110768297	4.855633463	4.955215145	5.443426524	5.577801413	5.795289017	5.937063422	5.150391786	5.632139259	5.190441031	5.789045817	5.77462719	6.013238171	5.852090418	5.173070119	5.702278906	5.281680942
Tmem114	5.836127802	5.579149971	5.772602259	5.758912079	5.857869058	5.847472499	5.781872872	5.695941863	5.921542253	6.136918677	6.027605266	5.942030398	6.191488956	6.185742352	6.068002901	5.761202816	6.165086875	5.934310478	6.035196463	5.937725733	6.007319608	5.815723141	5.776710249	5.818404932	6.378343415	5.981249883	5.8463972	6.082098644	5.931626331	5.936608103	5.934559747	5.788282441	6.171944696	6.282979664	6.608503229	5.849253708	5.751826099	6.398464958	5.986837157	6.098308661	6.425978424	5.919265387	6.079026746	6.543681467	6.02103659	5.99433835	6.03596988	6.016202117	6.599329201	6.134318841	5.38457483	5.731131638	6.051237949	5.780135089	6.015532508	6.220053876	5.73369328	5.823044482	5.932399815	5.952839073
Tmem119	6.102152792	6.186427264	6.014498127	6.04205878	6.333842312	6.385640408	6.133434747	6.684349355	6.235778748	6.379429778	6.44771969	6.181335161	6.31681129	6.386960357	6.436974104	6.011339088	6.512321714	6.310350422	6.478663393	6.153042586	6.014812015	6.248740382	6.330719129	6.407570861	6.38543794	6.217753695	6.22448603	6.263778104	6.372770473	6.279021157	6.085884915	6.213582527	6.1814869	6.472224011	6.929105697	6.211201087	6.255553606	6.87106781	6.580576158	6.533852979	6.832897186	6.390391399	6.508198855	6.620806317	6.36659936	6.312261586	6.322830098	6.441706449	6.828525382	6.616223879	6.005780225	6.218549352	6.194035819	6.196563113	6.123024654	6.858271578	6.484254161	6.087663673	6.670665218	6.13755817
Tmem123	9.460834285	9.157478187	9.41478881	9.128108546	9.147437552	9.358579266	9.039470271	9.572131878	9.39597159	9.68867134	9.185303378	9.352602587	9.211508392	9.641353409	10.26776928	10.57968364	9.912565741	9.649225934	9.429161982	9.744596395	9.753002642	9.873705046	9.709178783	9.531854418	9.814361839	10.239416	9.657796232	9.372260655	9.511111269	9.328019994	9.699468115	9.349346367	9.585661638	9.44201906	8.917635083	9.554841301	10.04662225	9.20488948	9.688429134	9.409693234	9.336670643	9.701338233	9.976938484	9.229121384	9.967790399	9.572515244	9.875657008	9.874785851	9.021864539	9.103779465	10.26470175	9.774115457	9.980125293	9.627845492	9.061053499	8.328146366	8.81038419	8.833546671	9.009975725	8.779151794
Tmem147	7.678218891	7.20315661	8.304691504	7.479500184	7.671929507	7.430419097	8.243700336	7.85602955	7.262158285	6.908569556	6.66306633	6.933320837	6.600355498	6.866800028	6.471741861	7.248774848	6.613854278	6.599915321	6.495089649	6.721008477	6.996688147	7.050200198	7.090057711	6.681263248	6.466747013	7.280567572	7.280523341	7.398899851	7.225986627	8.359785572	8.667713929	8.723439618	6.286602116	6.429957908	5.721041753	6.713701313	6.824892569	6.013611881	6.528582779	6.136657605	6.635203942	6.804345741	6.630418577	6.028937072	6.694190013	6.436458372	7.290105191	6.82644383	5.947800166	7.077411788	7.201403195	7.529560176	7.287268192	7.288453003	7.450897257	6.485171327	6.973927299	6.754350399	6.585799822	7.737366788
Tmem149	6.960237148	6.842506863	7.068820188	7.091272991	6.953852272	6.988389302	6.735769916	7.119867974	7.03815575	8.122796769	7.959720608	8.176323604	7.471172283	8.045008773	8.347371413	8.988990612	8.939869193	8.534023721	8.597059833	8.630411175	8.499627606	8.395762035	8.312530102	8.119450943	8.005942805	8.304627284	8.82875258	7.852880894	7.961701457	7.449698375	7.23966567	7.0502285	7.5297041	7.487104434	7.628942332	7.346124234	7.283532286	7.459695815	7.688068664	7.649147896	7.628992014	7.486907138	7.472692193	7.64871565	7.381475898	7.918843763	8.542060801	8.329361334	8.023182706	8.172414007	8.175777071	8.768891932	8.682914081	8.675672581	7.050152663	7.246591769	7.266660377	7.142309957	7.359090938	7.152192547
Tmem150b	6.878469914	7.162636541	6.869936163	7.01208423	6.206824878	7.018377873	6.304723975	7.395666082	7.186069658	6.209216146	6.224554521	6.101213734	6.33368849	6.340197277	6.270102175	5.955892419	6.288906667	6.234734419	6.299543234	6.018939747	6.064062971	6.100235511	6.16719265	6.446465781	6.273483253	6.212504167	6.077519318	6.11641813	6.17196137	6.103226252	5.95708656	5.868080495	6.336702328	6.424869475	6.488703785	6.211196543	5.985128476	6.244051713	6.391065399	6.422112435	6.448673585	6.323998079	6.413355441	6.425796642	6.289988426	6.219941624	6.117537135	6.331374406	6.44276218	6.320289706	5.975590447	5.9630394	5.967609005	5.965826603	6.353526788	6.475286504	6.278797583	6.080780583	6.423726623	6.260301092
Tmem150c	5.252667955	5.449632352	5.153120299	5.56025334	5.637777349	5.584784157	5.603722274	5.563653387	5.615584029	5.736668008	5.580572138	5.790924048	5.779109104	5.625473123	5.824098275	5.275354763	6.175066451	5.547709956	5.983432969	5.601131925	5.509156367	5.476012217	5.842690599	5.827946863	5.920585097	5.571748852	5.714369172	5.745294709	5.818979197	5.708935801	5.573282618	5.673105511	5.491350737	5.827616661	6.18121389	5.605388644	5.502725214	6.136889975	5.71319357	5.67145662	6.233561521	5.65316036	5.642785313	5.844668108	5.827523089	5.974012989	5.727161706	5.639899709	6.094552082	6.044402863	5.430867319	5.539385281	5.418653227	5.856710201	5.428181483	5.977513484	5.993344518	5.563206952	5.815297041	5.651856313
Tmem154	7.45303188	7.911668515	7.163919323	7.276566919	6.882941746	7.934029309	6.911747099	7.509093274	7.56807544	8.753441634	7.888272318	8.508103624	9.010955	8.448121951	9.423869949	9.40876259	9.324460731	7.727378435	9.116874498	9.76957776	9.856521342	10.06288259	8.353995574	8.499170612	8.41492091	8.784353803	8.158765351	8.898552818	8.559626537	5.802097551	6.407728333	8.185038195	8.189706965	7.987374496	8.65206768	9.23503356	8.615314766	8.944633983	8.30172649	8.924335979	6.862306734	7.133753932	8.666265197	8.53220668	8.470996378	8.933976805	6.928846799	7.180097789	7.087546289	6.815710333	7.224529761	6.858585308	7.403710258	7.37646433	7.057896803	7.193911013	7.797713397	6.606523165	7.732873136	6.501959228
Tmem163	6.137857323	6.14357301	5.923634118	6.233098103	6.152117152	6.149279014	5.841044727	6.207148412	6.325112033	6.345750003	6.406864008	6.146006167	6.611781737	6.235356256	6.47566913	5.995314913	6.237788357	6.453849517	6.216247901	6.520870075	6.364714827	6.291026998	6.073729562	6.38449252	5.977447083	6.238122383	6.146220062	6.286327959	6.325559713	6.311200948	6.128687954	7.115870264	8.150850731	7.94933902	7.701204907	7.747045619	8.203352245	7.845672572	8.199038205	7.833765279	7.114258735	7.113220201	7.627091706	7.05981005	7.888023853	7.331975959	6.274713908	6.365572984	6.668450101	6.174431054	5.946026649	6.275778117	6.16170364	6.081375138	5.967080204	6.141374885	6.45480211	6.204763491	6.515911103	6.031831856
