	MO.6C+II-.BL	MO.6C+II-.BM	MO.6C+II-.LN	MO.6C+II+.BL	MO.6C-II-.BL	MO.6C-II-.BM	MO.6C-II+.BL	MO.6C-IIINT.BL
Ndrg1	9.692479972	10.28098654	8.269210698	8.845100157	7.416809348	8.588855026	8.675097686	7.541470854
Ndrg2	5.906827276	6.296610969	6.505019144	6.167135099	6.27455893	6.367675672	6.401639852	5.978989992
Ndrg3	8.200552578	8.669209761	8.013824191	7.760213848	7.906294158	8.452259776	7.692642699	7.947837601
Ndufab1	7.472619092	8.475971294	8.739226036	8.166491848	7.859179116	8.149592851	8.601016379	8.118461998
Ndufb6	8.149771842	10.04467302	9.763131901	8.710549319	7.98513379	8.849897644	8.685247079	8.754674823
Ndufc1	6.856500229	8.621258485	8.040543803	7.411508446	7.124940675	7.811836197	7.809328904	7.34718515
Ndufc2	8.570576522	10.23643797	10.80465542	9.924445797	8.83880841	9.415246281	9.67709284	9.443754079
Neb	5.038425939	5.218624906	5.203389117	5.108272137	5.184143399	5.319445727	5.236572978	5.045367828
Nebl	5.171979378	5.486239188	5.506800794	5.671142376	5.44114481	5.624563973	5.947369266	5.195960928
Necab2	5.782052041	6.231651285	5.963253695	5.884051638	5.783858657	6.103838201	6.074130756	5.634080916
Nedd4	5.303036686	6.58970607	6.344700694	6.225548726	5.822667698	7.346816276	7.253324192	5.684328407
Nefh	6.687414878	7.190174321	7.002368358	6.883791043	6.459092217	6.91946205	6.649777107	6.57313636
Neil1	6.76030834	6.602447972	6.909750307	6.301418152	6.227682361	6.478338735	6.326804269	6.417329
Neil3	5.357343209	7.878285568	5.271989586	5.354247619	5.271119355	6.397363174	5.305806403	5.0772524
Nek2	5.355452118	8.530975759	5.597270937	5.527128736	5.604231482	7.329445356	6.250292732	5.454965474
Nek6	6.414002445	6.994219911	6.403874967	6.433881391	6.191721542	6.880068763	6.925709308	5.978079367
Net1	6.117909021	6.989492521	6.562096366	6.453526359	6.086882464	6.960359181	7.4824607	5.904766829
Neto2	4.081921883	4.607344124	4.507967964	4.186210003	4.216776894	4.11985691	4.523367493	4.251432797
Neurod4	3.992152073	3.936176203	4.201388164	4.298570344	4.085059177	3.961283758	4.550420507	4.018162337
Nfam1	10.96849866	10.68689278	10.19864913	10.62758413	10.88125172	11.13962059	10.39364556	11.00020213
Nfe2	7.665141412	8.720289753	7.984351046	8.190483832	8.44865115	8.56143294	7.978970664	8.80390327
Nfil3	9.602637383	9.145283275	10.49158564	8.973388085	9.251921543	8.416905172	7.877262044	9.581879995
Nfix	8.879137405	8.717213498	9.002564233	9.160354508	9.098133042	9.028792162	9.053498574	8.988434749
Nfkbid	7.863839774	8.231889003	9.243868817	8.256574172	8.456431015	8.508737105	7.855630972	8.376179666
Nfkbiz	9.710154893	7.778304525	9.734882101	9.687472968	10.4814813	9.449663232	8.703309074	10.64359244
Ngp	4.322050719	11.04065521	8.324288726	4.845339501	4.683704875	6.481253727	5.293296905	4.50322278
Niacr1	6.002307218	6.30752628	7.100716997	5.760390404	5.917598835	6.040270722	6.11349944	5.981539883
Nid1	5.427600586	5.565659114	5.800141477	5.555866248	5.846938291	5.550039756	5.35919082	5.579414905
Ninj1	8.518160306	9.235229708	9.504794628	8.510043069	7.72062904	8.394032037	7.816557789	7.759941164
Nip7	7.088975464	7.874528341	7.402418912	7.209001315	7.048914034	7.912473828	7.517120154	7.231100191
Nipa1	5.260016871	5.495735663	5.215789888	5.276821694	5.610542096	5.466268196	5.542835322	5.256882339
Nipal1	5.057607675	5.413105475	5.537532148	5.250660981	5.443886743	5.365126759	5.382283359	5.260305734
Nkg7	5.739023573	9.097454012	7.737377154	5.935960989	5.887550859	7.969415111	5.775148018	5.595747709
Nlrc3	5.359118179	5.781084264	5.942354979	5.481870455	5.691337344	5.752217829	5.859220434	5.523923212
Nlrc5	10.43118706	9.375246695	10.33710438	10.29286701	9.932410174	9.613238305	9.458248185	10.0664767
Nlrp1a	8.135733053	7.248152442	6.986588038	7.217741258	6.746400782	6.54259237	6.449365756	7.050456204
Nlrp1b	8.221279861	5.750687784	6.357413593	8.046890808	6.816881255	5.633831258	7.306572126	6.744561011
Nlrp1c-ps	9.1062355	6.86813854	7.461533471	9.049351052	7.730972403	6.51087333	8.595254311	7.949214493
Nlrp3	9.015895127	7.778303211	8.455646825	7.973808129	7.679863243	7.355090286	7.159183118	8.0388073
Nlrp4f	4.088356469	4.315658002	4.300162782	4.345214205	4.28551689	4.271331047	4.503778045	4.209687297
Nme1	7.024604475	8.456290476	7.81602556	7.470199253	6.812163825	7.822243432	7.596307926	7.164546359
Nme4	5.944353258	7.000673852	6.328434383	6.203077141	6.022912605	7.40368697	6.668298571	5.907344011
Nod1	9.339670471	8.416042105	9.604501834	9.454833427	9.812056461	9.375775945	8.469426923	10.02566163
Nol8	8.163648167	6.001240034	7.228221291	7.859675788	8.037618332	5.740557937	6.858638764	8.124102179
Nop10	7.145275632	9.202114761	8.617605575	7.99280921	7.818913177	9.027240877	7.831365521	8.19082007
Nop16	8.23768831	8.998917949	8.623912574	8.497765765	8.169846853	8.997882306	9.06953395	8.442295215
Nop2	8.27645324	8.903434912	7.833004961	8.14573417	7.566673997	8.872178662	8.240102012	7.763747509
Nop56	8.379457792	9.504902919	8.334816736	8.575174777	8.64923318	9.589847799	8.491010477	8.775618906
Nop58	7.749592144	7.202726576	7.235941138	7.673195281	6.615248546	6.924126021	6.667789964	7.47869537
Nos1ap	7.94537009	7.60508882	8.274683007	7.690583314	7.366784677	7.630114929	7.584873457	7.309990857
Nostrin	6.958212808	5.759637007	6.911184233	6.954896158	6.56109239	5.432614277	6.890914787	7.327958922
Notch1	9.787806812	9.50889817	8.464105966	8.971978979	8.444054316	8.870101332	8.591916112	8.239678335
Notch3	6.57057121	6.812284286	6.693326649	6.606977612	6.836504874	6.803857733	7.008367551	6.579576014
Notch4	6.418180388	6.413082338	6.453035174	6.347666247	6.524273719	6.392233263	6.838071868	6.42424659
Npas2	4.863581696	4.978011009	4.908098747	4.92451008	5.077490834	5.056122498	5.070552481	4.95875175
Nphs2	5.212334577	5.19400429	5.428200469	5.258667156	5.708846619	5.465821048	5.562743082	5.221193456
Npl	5.412247471	6.966402396	6.384094142	5.67139906	5.250067189	6.760649432	5.480638352	5.2276325
Npr2	4.855916631	5.259421897	5.095363263	4.959748521	5.013495759	5.308785575	5.441953169	4.99765552
Npy1r	4.191315232	4.508143381	4.350490175	4.286511558	4.415890466	4.493051638	4.844802412	4.240066989
Nqo1	4.277637665	4.883487227	4.313378891	4.562743082	4.83802395	5.138378985	4.919316244	5.034943747
Nr1d1	6.32221961	6.518337374	6.660442838	6.509334279	7.274841698	7.041113361	6.751443636	6.968623944
Nr1d2	7.711590578	6.864861308	8.164630593	8.033874829	8.59127343	7.217131496	7.776495542	8.761756386
Nr1h3	6.278212784	6.287249412	8.352619359	7.147250385	6.984042996	6.732362373	7.157766797	7.174809663
Nr3c2	4.724270086	5.059959447	5.01606391	5.052649195	4.823420743	4.844912857	5.18948855	4.691131003
Nr4a1	10.86606478	10.13491916	12.28631534	11.54820443	12.52691795	12.17359093	10.91282899	12.56875658
Nr4a2	5.913289165	6.144646008	8.446662896	6.409502387	6.252607723	6.115439762	6.430028462	5.893766516
Nr4a3	5.04211461	5.829956084	7.842988048	5.423534473	5.377005718	5.534555535	5.849830418	5.300760713
Nrarp	5.696556792	5.863105886	6.45578092	6.485482645	7.929398084	6.316977177	6.432511835	8.393701831
Nrgn	6.425253395	7.075656345	6.701337887	7.639607937	6.725330808	7.071316119	7.988099822	7.474651653
Nrip1	7.792719161	6.787659261	7.898863955	7.663541264	7.583268218	6.968746652	7.66185219	7.880308519
Nrn1	4.544594602	4.75875799	4.708205633	4.820257266	4.706627245	4.839081143	4.847751427	4.528518811
Nrp1	9.76647237	8.184175144	8.216885514	9.114302295	8.470450029	7.901053723	8.055361619	8.693125054
Nrp2	7.092085841	6.91152142	7.037708007	6.374820983	6.931885715	7.636904191	6.23055369	6.802350147
Nrxn1	4.516292562	4.808896408	4.695015729	4.743400071	4.602038136	4.647410456	5.172003389	4.577656016
Nsg2	5.687244561	5.826783197	6.791307476	5.941092222	6.1180295	5.972271424	6.136752266	5.726254133
Nt5c1a	4.778706214	5.003537776	4.80228112	4.989526581	4.814696531	5.167248191	5.742080338	4.749131973
Nt5dc2	7.993988851	9.611570594	6.209130348	6.773475522	5.678533944	9.150779327	6.249495592	5.436087197
Nt5e	5.388406545	5.847302944	6.013546377	5.41634998	5.71604433	5.581388409	5.803196033	5.387960782
Ntf5	5.137735757	5.656715638	5.48556744	5.328125567	5.873654503	5.694909901	5.881681748	5.398242274
Ntrk3	5.386606343	5.44554022	5.268562897	5.466887012	5.533952624	5.659477451	5.874622396	5.339259268
Nuak1	5.317147266	5.764875128	7.351169818	5.738768737	5.758756214	5.711995908	6.290959749	5.293372692
Nuak2	9.381026632	9.230009704	9.815009631	9.249291576	10.20532628	10.08977218	9.176647153	10.33549538
Nucb2	8.482780668	7.091918055	7.34607783	8.079150516	6.936236284	6.134023062	6.765067253	7.23343408
Nudcd2	7.072087217	8.189934404	6.86416922	6.648027717	6.512621961	7.547700447	6.575468907	6.784465507
Nudt17	6.448886639	6.583954767	6.523424475	6.219745483	6.536896817	6.540246369	6.30473462	6.374861778
Nuf2	4.988627129	8.88898733	5.266419262	5.166605659	4.958288221	6.932820645	5.551485256	4.909646395
Nup43	6.253040642	7.575709411	6.455082777	6.182841908	6.145329985	7.416780078	6.167834586	6.736604605
Nupr1	8.22684293	7.944622661	9.147175579	8.707533073	9.353829518	8.822985656	8.399702178	9.455226269
Nusap1	5.199971975	7.388275369	5.702001792	5.431565019	5.438658803	6.032557859	5.772475579	5.370902182
Nutf2	9.190978007	10.33626843	8.88563049	9.469552146	9.013017072	10.48790694	9.341146176	9.043646949
Nxn	7.000359877	8.089820675	6.887897676	6.733547319	7.07549252	7.711780067	6.947856649	6.885503106
Nynrin	6.754350399	7.334854269	6.638710066	6.487127217	6.787213688	7.290148515	6.528629919	6.766503202
Nyx	4.921255411	4.666489612	4.761203703	5.057531142	5.414235341	5.035726537	4.923239524	5.27421618
Oas1a	8.836808859	8.111578933	8.598449575	8.892827331	8.003798132	7.464993294	8.059293621	8.098716832
Oas1b	7.209949126	6.019103632	6.264456362	7.011439357	6.566037289	6.206149583	6.398333267	6.651953488
Oas1g	9.587963427	8.543978609	9.364612993	9.644772851	8.443351165	8.076876153	9.254528498	8.713228609
Oas2	10.44159784	7.765451869	9.10461771	10.16749241	8.409669265	7.029695081	9.113659743	8.473223228
Oas3	9.471028227	8.653324358	9.162794707	9.344252331	8.090085683	8.154382535	8.741189544	8.389080181
Oasl1	7.803602044	7.981619794	8.103178859	7.97580556	6.976490805	7.269846678	7.810658065	6.861823888
Oasl2	10.71505609	9.144836827	9.928045048	10.50672236	8.45723065	8.083840421	10.07633428	8.654401312
Obscn	5.652090632	5.947787701	5.711648162	5.785494754	5.82791173	5.956597252	5.861996293	5.698279052
Ociad2	4.780660056	4.863056314	4.819583036	5.180499313	4.81379658	5.1825771	5.290011472	4.742380314
Ocrl	7.911708158	6.830349141	6.55147654	7.369114259	7.004900213	6.558178841	6.483357105	7.224862595
Odc1	8.134654087	9.148319466	7.954476678	8.105407973	6.515764482	9.09188157	7.531949848	7.64371451
Ogfrl1	9.103014457	7.440050508	8.11686601	8.201506771	8.862516792	7.36434568	7.320965677	9.119557719
Oip5	4.001988346	6.183777618	4.242564399	4.371184782	4.38695576	5.176966309	4.991025179	4.268582608
Olfm1	8.733942801	8.167267429	6.967484892	8.477345026	6.406106342	7.192438803	9.309856589	6.300411503
Olfm4	5.261330218	6.7976585	5.719453624	5.366315219	5.794236493	5.659997795	5.872256246	5.334204982
Olfml2b	5.512404947	7.041194786	5.846866854	5.933333428	5.741097501	6.081027811	6.138045457	5.560652599
Olfml3	7.074125046	6.921466481	6.650501305	6.786483538	6.95994515	6.579685522	6.719519565	6.95086706
Olfr1029	4.725604841	5.042844212	4.951217874	5.274385919	4.816812153	4.926377444	5.475263263	4.719434275
Olfr108	3.433702827	3.519252531	3.675454648	3.716961638	3.687262293	3.342507338	3.707105085	3.410256972
Olfr1098	3.382671863	3.572283367	3.549389885	3.558051254	3.458224496	3.43462378	3.928872455	3.440162884
Olfr110	4.559546877	4.576149222	4.741148749	4.561945203	4.810275997	4.526886775	4.787440301	4.599093992
Olfr111	3.822679168	3.89576147	4.151509788	4.013911822	3.697718228	4.06250456	3.990187941	3.990294154
Olfr1259	3.841469999	4.056083469	4.063459799	3.929270246	4.050157743	3.934113862	3.622362295	3.891706919
Olfr1288	3.328927395	3.529150447	3.554527459	3.286900857	3.363773827	3.471573342	4.141138467	3.355991643
Olfr1361	5.646659026	5.778877893	5.624511335	5.323768761	5.693132861	5.852066275	5.876574653	5.553811429
Olfr1372-ps1	3.807248434	4.573184643	4.003440329	4.136645302	3.886618427	3.97952542	4.400254418	3.885564603
Olfr1433	3.074339875	3.146427136	3.119522185	3.385223937	3.131235516	3.110140485	4.151907512	2.995256564
Olfr1437	4.165311696	3.84053373	4.11665309	4.374508608	4.050384153	4.261866753	4.509638842	3.965099015
Olfr161	5.920117797	5.857806866	6.435339115	5.92259907	5.942932005	6.138862241	6.344826722	6.110622157
Olfr164	3.93778065	3.957085012	4.06410394	4.176543522	4.282725202	3.992762389	4.237315141	3.908972345
Olfr165	4.49440921	4.888785454	4.929518021	4.883931933	4.866532176	4.901940079	5.256629521	4.688466855
Olfr172	5.078976951	5.00228096	4.387302795	5.133386795	4.780543704	4.597558983	4.929203955	4.908302784
Olfr248	3.772972999	4.041482477	4.11054421	3.820270883	4.26794398	4.199743006	4.188982412	3.902200955
Olfr262	4.482282536	4.601623231	4.644106235	4.785184339	4.784585119	4.364397337	4.74309483	4.593205549
Olfr432	4.743656782	4.801220751	4.767988423	4.817718752	4.816533151	4.681908351	4.681691006	4.58771182
Olfr495	4.441523318	4.487769304	4.663116867	4.513589701	4.401394958	4.702605833	4.477259611	4.279212746
Olfr524	7.204802609	7.180304367	7.24480177	7.266515776	7.516289804	7.099289593	7.197819697	7.196973061
Olfr54	5.582733619	5.562266851	5.638300749	5.672866569	5.911211003	5.595299758	5.828042523	5.502593476
Olfr60	3.663283889	3.93239194	4.150004479	4.335109233	4.279404434	4.18015582	4.533108541	3.838965881
Olfr631	3.394001874	3.408458257	3.625340635	3.516712785	3.713321897	3.439605409	3.612582509	3.493257918
Olfr633	5.426851779	5.719926323	5.51925358	5.665375715	5.609588029	5.662167514	5.578949277	5.497446309
Olfr725	3.577191128	4.471248167	4.015066348	3.856647129	4.038712719	4.189484596	4.637543593	3.810642579
Olfr766	3.273247318	3.200802504	3.652975915	3.469851254	3.445322809	3.200807734	3.816236171	3.164239212
Olfr767	7.658911711	8.86751989	8.0622025	7.659465796	7.938173739	9.240399009	7.295778575	7.839717397
Olfr908	3.754940934	4.159836362	4.250948945	3.994513351	3.93607724	4.104166099	4.4261339	3.680454891
Olfr920	5.643891776	4.534337644	4.598746316	5.135398058	4.416593193	4.160401237	4.615981211	4.354940123
Olfr960	4.390780019	4.613677015	4.924883746	4.974131568	4.896659358	4.656761393	4.950888284	4.32505967
Olfr979	4.480846737	4.386824739	4.200295088	4.490893117	4.589314073	4.414927039	4.727618274	4.354708855
Olfr98	3.439990967	3.551794892	3.457331625	3.747974528	3.605073506	3.352965632	3.940627212	3.390948274
Olr1	5.035745595	4.968760474	5.787181685	4.787279215	5.723805633	5.651085186	4.347038415	6.01118923
Ophn1	7.178506507	5.812381847	5.884313815	6.639449728	5.153590537	5.281762533	5.745147228	5.261475905
Opn3	6.749409122	6.491313855	6.355677043	6.780457966	6.269555916	6.444351233	6.951338924	6.254678314
Oprd1	6.667660833	7.114081012	6.761406291	6.635881091	6.988355215	7.133358708	7.118080389	6.634888282
Oprk1	4.279213737	4.258046491	4.138150952	4.353299764	4.376290383	4.255462966	3.934002173	4.150176207
Optn	5.728568161	6.156528755	6.067006195	5.781983872	5.926441888	6.06547035	6.006908369	5.93249588
Orc6	6.60609079	8.083841485	6.486088984	6.590547629	6.736558877	7.507493916	6.288616954	6.998418706
Orm1	5.496077742	6.177032774	5.582882118	5.552730569	5.913301134	5.407967907	5.450947281	5.829746072
Osbpl1a	6.014191612	6.112305353	5.614692178	5.710630132	6.191440263	5.989039069	6.000556683	5.913614692
Osbpl3	7.047102822	7.771798224	7.816389789	6.767609339	7.103677546	7.94170594	6.959183593	7.06244642
Osbpl5	6.494801195	6.745301433	6.90022842	6.643622454	6.602116103	6.892399122	6.695641028	6.677929883
Osgin1	7.26735133	7.867450906	7.346913466	7.205405873	7.840246058	7.870394108	7.089778841	7.639964903
Osgin2	7.030130048	5.796973191	6.940823333	6.636190538	7.824073128	5.90716949	5.851219331	8.573471176
Osm	6.826302721	6.560632425	7.78490046	5.984938666	5.850685677	5.726420724	5.351140659	5.478349306
Otub2	5.958997297	6.277760393	6.152757381	6.159594205	6.255765077	6.471570632	6.33319919	6.366056734
P2rx1	6.180220811	7.313298464	5.681801556	6.251244427	5.899043877	6.729971886	5.977882066	6.030301644
P2rx2	5.232967681	5.377316975	5.476037068	5.369523483	5.297239114	5.51085751	5.836323084	5.228734819
P2rx3	5.396914121	5.716453212	5.43918317	5.454043157	5.584134216	5.745684631	5.610767967	5.467321221
P2rx4	8.877726462	8.877096978	9.339463006	8.995367776	7.729714541	8.272347516	8.518843732	7.964916214
P2rx7	8.62581975	8.539295059	7.898652575	8.28827919	8.128683401	8.301927491	7.71234231	8.204290403
P2ry1	8.456515276	7.452557823	6.834709531	7.254747402	6.397910749	6.494035258	6.747492805	6.812057392
