	B.FO.LN	B.FO.MLN	B.FO.PC	B.FO.SP	B.FRE.BM	B.FRE.FL	B.FRF.BM	B.GC.SP	B.MZ.SP	B.T1.SP	B.T2.SP	B.T3.SP	B1A.PC	B1A.SP	B1B.PC	MLP.BM	MLP.FL	PREB.FRC.BM	PREB.FRD.BM	PREB.FRD.FL	PROB.CLP.BM	PROB.CLP.FL	PROB.FRA.BM	PROB.FRA.FL	PROB.FRBC.BM	PROB.FRBC.FL
Cd14	5.37444311	5.215914109	5.450286392	5.025761181	5.423801124	5.1978025	5.153481099	5.078602719	5.451746321	5.228124748	5.22125843	5.12625981	5.199271868	5.26846808	4.972983614	5.34509738	5.031846556	4.96270479	5.122852147	5.035559397	5.131784267	5.10502569	5.494602816	4.926747465	5.346673285	5.175178589
Cd160	5.482775695	5.530483851	5.526897205	5.482963341	5.680459392	5.457396202	5.442548774	5.243482487	5.2839156	5.447022596	5.490980804	5.319056681	5.363856744	5.256462838	5.296984709	5.213250062	4.985093553	5.133293625	5.488143276	5.115671413	5.193380139	5.223322145	5.320485581	5.162204664	5.401730574	5.24749464
Cd163	4.919032535	4.747867144	4.919594335	4.793164121	4.958415834	4.881175155	4.92962848	4.819058417	4.946225548	4.856698582	4.844126164	4.692973908	4.76531196	4.843375895	4.833084048	6.117562069	4.639691375	4.892714827	4.74576798	4.669068352	6.773309352	4.746946897	6.318181243	4.81858303	4.875154236	4.737070186
Cd163l1	6.486646805	6.182308269	6.629351763	6.123444793	6.273646428	6.222286792	6.44929449	6.080745058	6.279341284	6.257925217	6.187171911	6.114395484	6.227298251	6.202349151	6.112515962	5.951928684	6.129931397	6.133136731	6.087662259	6.057150582	6.266495474	6.06049131	6.719436054	6.327189137	5.973226291	6.268762491
Cd177	6.627375562	6.554983237	6.777805873	6.376020594	7.149797918	6.452793087	7.10688708	6.138729157	6.254629314	6.503955562	6.438208559	6.302765635	6.450209396	6.224441653	6.39925428	7.214046343	5.997038687	7.23156233	7.004806978	5.943767425	9.752125985	6.121052021	9.637181473	6.139631159	6.795946997	6.187567843
Cd180	11.14669006	10.99829944	10.22437862	11.65350313	10.9846456	11.44349703	10.95123398	11.70722439	12.08562562	11.57332128	11.85429494	11.44782247	10.99311051	11.58441054	10.88809452	9.187526522	8.226510296	8.98832018	9.154636116	9.286056062	9.10960024	9.507396259	8.871351919	9.871539308	8.440098417	8.520533694
Cd19	11.73866238	11.6298034	11.50074996	11.68778155	11.66265654	11.48611901	11.67993821	11.40113978	12.21576464	11.89603832	12.16379707	11.93414407	11.65892807	11.64849799	11.91840921	5.478678222	5.557595935	10.945132	11.75766784	11.45430418	5.920537858	6.157014058	7.345573348	8.056195672	11.25109928	10.85483167
Cd1d1	7.464968389	8.092184529	7.369749423	7.773014772	9.042970578	8.430861466	7.786797376	5.532879006	10.52860912	8.754244825	8.605985761	8.237131389	7.136184207	8.401193124	7.316102891	8.312151668	7.915881171	8.434826133	9.368013402	9.089311171	8.198225162	7.91854088	7.831436621	7.933510676	8.978678907	7.891603077
Cd2	11.33707839	11.1974665	12.22145714	11.59596488	10.95728759	10.38506999	11.3785197	10.22104498	10.72690187	11.77767636	11.59805469	11.67558051	12.27363899	11.36253464	12.26356005	5.452230531	5.464663911	8.020997897	11.12915014	10.26615015	6.382804992	5.556441678	6.414557554	6.097458401	9.619833955	6.297974559
Cd200	8.172306237	8.133182979	7.809080829	8.697157324	7.335360279	7.244547461	8.279755888	6.62219242	6.567396376	7.985241021	8.409188379	8.750334389	7.027794335	7.785369855	6.628750755	5.181883733	5.032321287	4.966238181	5.300666769	4.972061528	5.179791016	4.805168614	5.100139826	4.640146584	5.077523591	4.750965526
Cd200r1	4.061145421	4.10466095	4.17636001	3.955288002	4.158611708	4.06310022	4.3964929	3.90744192	4.017429052	4.059917639	4.172266144	4.067435078	4.958457596	4.959772473	4.417836766	5.201821047	6.216809869	4.181783707	4.301092519	4.247975602	5.172402172	5.705624094	4.850594423	5.628390614	4.270947487	4.095125514
Cd200r2	3.640748165	3.647241587	3.687236161	3.457187139	3.621879955	3.473120166	3.63874964	3.545354763	3.567407532	3.532366836	3.556711428	3.408272556	3.83346023	3.465112507	3.58203005	3.438209668	3.618767234	3.665843733	3.705900514	3.308521062	3.485821797	3.404589814	3.597832077	3.375868888	3.203342129	3.394797642
Cd200r4	3.05202456	3.140358763	3.212403323	2.934006892	3.08537933	3.120904845	3.275558385	2.939201498	3.04431834	3.111042444	3.00136991	3.132373941	3.14966042	3.232947221	3.077129037	3.195351536	3.585944001	3.08841301	3.147133	2.89262417	3.103704643	3.197561391	3.081301276	3.187514398	3.145079605	3.102014177
Cd207	5.45368054	5.573058377	5.655826924	5.324312581	5.450103796	5.25248126	5.693942229	5.137452974	5.579691052	5.503710212	5.414698201	5.108932814	5.462177774	5.373075683	5.291486914	5.026328672	4.97683407	5.144118448	5.406599026	5.25157267	5.242742221	4.958032188	5.446260366	5.08730159	5.065514869	5.166635114
Cd209a	6.026982597	5.775485181	5.80679491	5.761120354	5.520947055	5.195507714	5.785747571	5.303297334	5.430736881	5.622719552	5.47923703	5.457853628	5.412594121	5.43413557	5.538112866	5.312372024	5.048994657	5.328338633	5.756791137	5.201041764	5.602480635	5.146565621	5.750491278	5.254100161	5.23500451	5.215961983
Cd209b	5.191791607	4.908242889	5.322612011	4.991121199	5.073021847	5.079706638	5.080320825	4.757610022	5.02218876	5.190976937	5.077070629	5.039480598	5.058504109	4.846540118	4.949520926	4.739860251	4.656774739	4.705319971	4.870813488	4.850117645	4.742342225	4.675021741	5.028944805	4.718591781	4.694553368	4.851878941
Cd209c	5.607047666	5.498276402	5.779737737	5.227614018	5.489333127	5.388660254	5.603509639	5.310570371	5.278936315	5.329788566	5.381989317	5.281973906	5.513616018	5.469812733	5.332257991	5.346477388	5.325647853	5.407732298	5.365043916	5.16277801	5.346675649	5.157438564	5.453086221	5.182988856	5.118718251	5.463360886
Cd209d	4.764571744	4.646671505	4.492889327	4.333829196	4.711155301	4.448605864	4.711972055	4.319921354	4.464629063	4.535551186	4.3618549	4.45311586	4.549769782	4.424553756	4.53037044	4.301247417	4.326192164	4.525569877	4.530360035	4.310347392	4.341233851	4.341705908	4.627468223	4.30218255	4.314474183	4.278594417
Cd209e	5.023186588	4.808820917	5.177111199	4.940736823	5.01395945	4.851519191	5.104310098	4.747020323	4.938632386	4.998756643	4.75786955	4.907986627	4.878800531	4.915350393	4.945582734	4.596596785	4.511063157	4.869858249	4.942159457	4.623585972	4.774425133	4.498284913	5.116405307	4.552432407	4.744629357	4.56484964
Cd209f	4.099526657	3.885834638	4.043846082	3.583896115	4.021251697	3.869782592	3.730542143	3.610625265	3.669242246	3.884848605	3.688989712	3.758107706	3.83831984	3.558524798	3.641337933	3.631430278	3.675142215	3.74204934	3.601407315	3.927558332	3.769937436	3.605446923	3.812906332	3.615082738	4.003062474	3.742879327
Cd22	11.85452802	11.75517398	11.17467783	11.67305572	11.32702466	11.17339282	11.54065125	11.00054093	11.7179977	11.3126679	11.79258706	11.84154738	10.61057319	10.54265231	11.41940054	5.530376683	5.453044505	9.681589817	9.346248809	8.929900056	5.864905868	5.947380956	6.391110378	7.118162776	8.237512253	8.118429465
Cd226	4.832084918	4.528681746	4.475231913	4.312241615	4.532204731	4.347455425	4.575469663	4.226714028	4.392338033	4.496918206	4.417825517	4.405953796	4.299352128	4.406919832	4.337732497	4.127311361	4.12615241	4.337851407	4.40545919	4.138869066	4.54251602	4.16785833	4.52443515	4.124879519	4.384153445	4.032553451
Cd244	6.319887945	6.404106664	6.972205547	6.559220543	5.747793761	5.924841001	6.744844599	5.620279463	6.324133131	6.117093795	6.406585988	6.388229726	7.761037666	6.5210599	7.979153066	8.976481426	7.697078766	6.247248401	6.326872265	8.572021315	9.898239094	8.53529456	9.458921001	8.70042862	7.07092201	7.410694431
Cd247	6.870453498	6.706559561	6.892140435	6.492527265	6.612151947	6.369357713	6.747264753	6.190338304	6.652164266	6.555823311	6.573553782	6.58575176	6.502174637	6.535772003	6.601692555	6.498408055	6.178686095	6.315539664	6.509613508	6.41749925	7.242224254	6.359756587	7.490643731	6.198808432	6.420713693	6.297071554
Cd24a	10.04937749	10.23725187	9.993416937	10.47175602	11.69447219	11.6431191	9.878437317	11.31745984	10.87322387	11.55280334	11.15723393	10.59230993	10.9595727	11.26293969	10.5042402	9.872521716	9.648412592	12.34000537	11.73309788	11.5185338	10.64134694	10.24686709	10.58911884	11.03015686	11.61233679	11.68588062
Cd27	6.355448007	6.235966978	6.940137379	6.237047394	6.33537368	6.231287113	6.429259989	5.72375968	6.300738143	6.469629337	6.120049826	6.661492142	6.088895631	6.262836523	6.016292019	9.88205416	9.379918157	5.939832276	6.695013409	6.443495594	9.765444575	9.553353015	8.923968013	9.066529917	6.78833639	5.437742642
Cd274	8.54986936	8.653640476	8.376254926	8.893275134	7.64384056	7.233988372	8.568689212	7.206771491	9.980321784	8.573386141	8.842534205	8.525087218	10.09958973	9.266425041	10.22081538	7.704382489	7.696513209	6.525836066	6.442950682	6.579477862	7.244157664	7.184517682	6.912357955	6.665764161	6.756232499	6.339557872
Cd28	5.152394371	5.107666948	5.482966567	4.914165846	5.583629396	5.358604905	5.3826661	5.552848383	5.3390067	5.43853572	5.21727984	5.423964675	5.277740559	5.392473134	5.301330348	5.447113816	5.701033321	5.120721028	5.273263483	4.975569049	7.036518353	6.926027101	7.096370711	7.83904292	5.484670932	5.463972234
Cd2ap	10.13006791	10.15985868	10.53599897	10.59704813	9.942153347	9.968650811	10.34203688	10.76123823	10.35068545	10.16260558	10.42191895	10.35128398	10.63853408	9.628870752	10.82925759	8.666773188	8.675526041	9.460790609	9.708980045	9.824467791	9.189700788	9.556885487	9.051579153	9.664946941	9.658479106	9.298199688
Cd300a	6.493825835	6.358673469	6.459262201	6.291936863	6.502087628	6.459100963	6.438962028	6.271476723	6.457853628	6.415491651	6.329057202	6.279731903	6.330954513	6.291058012	6.396669851	7.387913278	7.162321501	6.184559337	6.4105712	6.361038992	7.126973888	6.832070567	7.009045907	6.337369761	6.310091651	6.011476257
Cd300c	6.188812341	6.095792237	6.309605497	5.978023216	6.310915678	6.069097767	6.300110298	5.83957334	6.158588146	6.276165359	6.153306115	6.018487298	6.220698837	6.117136056	5.943164158	6.123365638	6.049184939	5.982303805	6.28997091	5.98559606	6.564308552	5.927956486	7.314432113	6.076779974	6.318921152	5.881525955
