"A_{T_N}","\lambda_{T_hH}","\lambda_{T_hD}","\lambda_{T_hIL_{12}}","\lambda_{T_CD}","\lambda_{T_CIL_{12}}","\lambda_{T_rD}","\delta_{T_N}","\delta_{T_hT_r}","\delta_{T_hIL_{10}}","\delta_{T_h}","\delta_{T_CT_r}","\delta_{T_CIL_{10}}","\delta_{T_C}","\delta_{T_r}","A_{D_N}","\lambda_{DC}","\lambda_{DH}","\delta_{D_N}","\delta_{DC}","\delta_{D}","A_M","\lambda_{MIL_{10}}","\lambda_{MIL_{12}}","\lambda_{MT_h}","\delta_{M_N}","\delta_{M}","\lambda_C","\lambda_{CIL_6}","\lambda_{CA}","\delta_{CT_C}","\delta_C","\delta_N","\lambda_A","\delta_A","\lambda_{HD}","\lambda_{HN}","\lambda_{HM}","\lambda_{HT_C}","\lambda_{HC}","\delta_H","\lambda_{IL_{12}M}","\lambda_{IL_{12}D}","\delta_{IL_{12}}","\lambda_{IL_{10}M}","\lambda_{IL_{10}D}","\lambda_{IL_{10}T_r}","\lambda_{IL_{10}T_h}","\lambda_{IL_{10}T_C}","\lambda_{IL_{10}C}","\delta_{IL_{10}}","\lambda_{IL_{6}A}","\lambda_{IL_{6}M}","\lambda_{IL_{6}D}","\delta_{IL_6}","\lambda_{VE_N}","\delta_{E_NIL_{12}}","\delta_{E_N}","\lambda_{VA}","\lambda_{VM}","\delta_V","\lambda_{T_rOx}","\lambda_{DOx}","\delta_{CT_COx}","\delta_{COx}","\lambda_{IL_{10}Ox}","\lambda_{IL_{6}MOx}","\lambda_{IL_{6}Ox}","\lambda_{VCOx}","\lambda_{VOx}","\delta_{T_NOx}","\delta_{T_hOx}","\delta_{T_COx}","\delta_{T_rOx}","\delta_{D_NOx}","\delta_{DOx}","\delta_{E_NOx}","\alpha_{NC}","\lambda_{VE_N}","\delta_{1}","\delta_{2}","\delta_{3}","\delta_{4}","\delta_{5}","\delta_{6}","\delta_{ox}"
0.264834,0.00116581,0.00146112,1.09824,0.00783521,0.83815,9.96331e-05,0.000398804,0.000558907,0.340433,0.00036025,0.273413,0.113897,0.000975131,0.0367857,0.0566889,0.000422486,0.0539261,0.0100014,0.0185889,0.052247,0.0653362,0.00110234,0.184967,0.0971966,0.00111295,0.0952367,0.144895,0.0695638,0.145561,0.0788141,0.0603353,0.000842819,0.130129,0.0381802,0.000796859,0.000586598,0.000797632,1.4335,0.00110194,1.06705,0.000684773,0.00293918,0.0515485,0.000399285,0.000401247,0.000662971,0.00030949,1.19286,0.000504439,1.16829,0.000114302,0.0110877,0.000250506,0.0215202,0.177899,0.301836,0.0051674,0.00957162,4.42472e-05,0.0156316,0.0895353,0.047694,0.0910385,0.120738,0.000500834,0.000254094,1.84007e-05,0.000176973,3.64872e-05,0.000554921,0.000910755,0.374885,1.98791,0.000627974,0.000571083,0.00123224,0.0419279,0.0557984,0.00349793,0.000918226,0.00644455,0.00446478,1.10035,0.141885,0.000306429
